,-1,-2,0,3175,3176,55677,4793,85200,46536,26327,51993
0,1,0,0.003506297726198868,0.18186745951074146,0.37322880889343124,0.011042061480544018,0.8373317349542656,0.33665247312604707,0.14014104719052795,0.63022145854683,0.587790568070404
1,0,0,0.15459890701590176,0.1384891240800175,0.7493644332837537,0.5167546794515607,0.5121235652928438,0.375791153902574,0.13398851950329313,0.49208726945369546,0.9376597578845086
2,0,0,0.8272512869409606,0.12380769678204556,0.9135301226018672,0.5160196239285926,0.26612330542381235,0.38103131466040907,0.02304881864912747,0.18522400656206925,0.8418519952196883
3,0,0,0.9592470210459327,0.058401871214610344,0.8927143696802181,0.5027566248559,0.16012184820770453,0.47914713012359733,0.01027563818528154,0.1855422182318012,0.23332082934086096
4,0,1,0.9815952452030889,0.8443947931092816,0.08335365432330079,0.5012289701274041,0.07737109122989033,0.4906990383215419,0.011389913186770531,0.19135650148243388,0.1858366252481203
5,0,0,0.027346809736930718,0.7890850174386784,0.05618079227726951,0.5013622372024777,0.8031362889677028,0.48969072768931965,0.39729033238881106,0.19203505592850675,0.1814103442451005
6,1,0,0.00012505041784359485,0.4901602975131459,0.06834004151776489,0.012194694960276864,0.9541300223069952,0.19176373715934664,0.43023217183037493,0.6433953979832152,0.43815486110734414
7,0,0,0.0011663791698044424,0.4256896216856396,0.35183375110585974,0.551275141674424,0.9753793856311763,0.1739520822029277,0.41539653552233474,0.4912614536772507,0.876333056721647
8,0,0,0.00374482417035381,0.5375221771116382,0.733166666113475,0.5495188187941858,0.9362046438091156,0.1818069358487457,0.14689447786869161,0.17075231037884048,0.7764380784789108
9,0,0,0.021193312480866863,0.14649290987038366,0.5621802586622386,0.5175614425474864,0.8686322125700832,0.37007253249763944,0.02494468740068357,0.17146639105816114,0.6028506439757312
10,0,1,0.14402003452314316,0.9675557700486312,0.16750136460835724,0.5029833644417725,0.18445441381202543,0.47743412961320164,0.05673792545727929,0.18487523766108804,0.6737408495012517
11,0,0,0.010440158032540767,0.711926161249977,0.1418096472768521,0.5067854739271206,0.9091733346899267,0.44881782243565366,0.30206013555759315,0.19125594432081708,0.5982038299093679
12,0,0,0.00026659241287234006,0.7400802951575571,0.26773597740140204,0.5360638412003698,0.9137155287566674,0.25091066149399033,0.3298091792554924,0.1895757486509515,0.5150958310409547
13,0,0,0.000367629335445809,0.6267198591976496,0.20135606022133848,0.5393637497160374,0.9708070969852253,0.23250134121796673,0.20772723448275623,0.17701556674519192,0.49953887015852355
14,1,0,0.0006153596481360957,0.3466928187003528,0.2749055313483586,0.01114924039995711,0.9180308654889975,0.3203461734357639,0.2676104235639203,0.618030103917692,0.570387799769011
15,0,0,0.016322850284871685,0.20818375172152218,0.5932997226654927,0.5319627248609026,0.8284837507802651,0.2750761346794502,0.2018893202234378,0.4920104781554571,0.9084256794080592
16,0,0,0.18480847809133807,0.24529711326144854,0.8793281308381083,0.5241273328522185,0.5273111265096819,0.3249660502848029,0.04896250845740991,0.17873476051924167,0.8604940401063915
17,0,0,0.715383686616889,0.07036234089610106,0.8439180080412002,0.5058556781775743,0.33706394570659903,0.4557923636578739,0.012168750471641876,0.1820556353239318,0.5717839681118042
18,0,1,0.9408253342658716,0.875011420764383,0.19884023432873643,0.5014553858776054,0.09056629938318461,0.48898600492076943,0.01449157770253487,0.18998558876000282,0.2893782901549709
19,0,0,0.03792738070892619,0.6776013505624596,0.06769075493372068,0.5017331946013122,0.8294753004015365,0.4868844899651821,0.27008306667975124,0.19193437080199596,0.19436824914847134
20,1,0,0.0003827615156288765,0.47611101217418156,0.10684187769259774,0.011482969260907513,0.8656750749467873,0.2732943333706036,0.41618512250977435,0.6431513767675284,0.5217424506811925
21,0,0,0.00252677260518239,0.37884959173274807,0.4268840588211914,0.5496122074446569,0.9596270475043651,0.18138256037360462,0.3695356512698507,0.49177137132277227,0.8804097217406823
22,0,0,0.009337777436994165,0.44259417537619083,0.7706483487332918,0.5440819395407077,0.8997264908253689,0.20782425081469175,0.10579608811629615,0.17142836183048268,0.798155202211856
23,0,0,0.05839676572219777,0.1225374237417514,0.668112375758453,0.5126505762965388,0.7502326766275329,0.4053822819456252,0.020770308477675834,0.17369191320267496,0.6280712074940984
24,0,1,0.3746998406938353,0.94524519913515,0.19331660760011354,0.5024841211392778,0.14407455132152194,0.4812065093557281,0.034205590848293846,0.18700610843478135,0.6584254956122556
25,0,0,0.01818394043995218,0.6843751363058074,0.1470231761317922,0.5040909182659472,0.8873975608611926,0.46907486979077684,0.2755620988541362,0.19147740805731425,0.4759407713553757
