,117952-0,-2-7184,7184-7184,-1-18515,18515-18515,117952-117952,-1-117952,18515-117952
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0477530943571335,0.04000000000000001,0.14274260031422858,0.04000000000000001,0.013086873759689715,0.0477530943571335,0.04000000000000001,0.013086873759689715
2,0.0477530943571335,0.07800000000000001,0.3051447270772436,0.07800000000000001,-0.011254553926422804,0.0477530943571335,0.07800000000000001,-0.011254553926422804
3,0.0477530943571335,0.11410000000000002,0.37721916149080825,0.11410000000000002,-0.004452667691970325,0.0477530943571335,0.11410000000000002,-0.004452667691970325
4,0.0535780101992,0.14839500000000003,0.3901556323346001,0.14839500000000003,0.02994500535723815,0.0535780101992,0.14839500000000003,0.02994500535723815
5,0.06255539318381015,0.18097525000000003,0.3759792464611712,0.18097525000000003,0.06595793025116421,0.06255539318381015,0.18097525000000003,0.06595793025116421
6,0.0712708482287271,0.21192648750000004,0.36900521523303104,0.21192648750000004,0.08309979752153242,0.0712708482287271,0.21192648750000004,0.08309979752153242
7,0.07748734143779051,0.24133016312500002,0.362477069855381,0.24133016312500002,0.10191247490362605,0.07748734143779051,0.24133016312500002,0.10191247490362605
8,0.08292795211425703,0.26926365496875004,0.35805061987434894,0.26926365496875004,0.115240622282694,0.08292795211425703,0.26926365496875004,0.115240622282694
9,0.08831081757412068,0.2958004722203126,0.3472905354456539,0.2958004722203126,0.12754919761055752,0.08831081757412068,0.2958004722203126,0.12754919761055752
10,0.09195336980056837,0.32101044860929695,0.34544224515747546,0.32101044860929695,0.13654223451437342,0.09195336980056837,0.32101044860929695,0.13654223451437342
11,0.09554165956360573,0.3449599261788321,0.34855361659753603,0.3449599261788321,0.13468330092829964,0.09554165956360573,0.3449599261788321,0.13468330092829964
12,0.09940038772760933,0.36771192986989043,0.3397281499902644,0.36771192986989043,0.14082024543944485,0.09940038772760933,0.36771192986989043,0.14082024543944485
13,0.10120319614602544,0.3893263333763959,0.34917660424961783,0.3893263333763959,0.13683860779774812,0.10120319614602544,0.3893263333763959,0.13683860779774812
14,0.10453245480058539,0.4098600167075761,0.34980895128485534,0.4098600167075761,0.13026006021142247,0.10453245480058539,0.4098600167075761,0.13026006021142247
15,0.10584250610496088,0.4293670158721973,0.34933891569512365,0.4293670158721973,0.13637125765405034,0.10584250610496088,0.4293670158721973,0.13637125765405034
16,0.10728215202400737,0.44789866507858744,0.3437568234569104,0.44789866507858744,0.14448036599695352,0.10728215202400737,0.44789866507858744,0.14448036599695352
17,0.10867530608856554,0.4655037318246581,0.33899792932974115,0.4655037318246581,0.15011535834689163,0.10867530608856554,0.4655037318246581,0.15011535834689163
18,0.10977718710086262,0.4822285452334252,0.33638351870410416,0.4822285452334252,0.1540032752583494,0.10977718710086262,0.4822285452334252,0.1540032752583494
19,0.11074634068436606,0.49811711797175395,0.3434857878140015,0.49811711797175395,0.145911491041943,0.11074634068436606,0.49811711797175395,0.145911491041943
20,0.11246028356518932,0.5132112620731663,0.34224884224769714,0.5132112620731663,0.14263912361085873,0.11246028356518932,0.5132112620731663,0.14263912361085873
21,0.1127241995535826,0.5275506989695079,0.351153805230719,0.5275506989695079,0.13649269599779965,0.1127241995535826,0.5275506989695079,0.13649269599779965
22,0.1141744879711836,0.5411731640210325,0.3471461872157786,0.5411731640210325,0.1362547910489936,0.1141744879711836,0.5411731640210325,0.1362547910489936
23,0.11418665309643258,0.5541145058199809,0.3544686779858256,0.5541145058199809,0.13222458720003544,0.11418665309643258,0.5541145058199809,0.13222458720003544
24,0.1154288283680166,0.5664087805289819,0.3494519629759839,0.5664087805289819,0.13327744152557552,0.1154288283680166,0.5664087805289819,0.13327744152557552
25,0.11526180114940823,0.5780883415025329,0.3526713403277267,0.5780883415025329,0.1346223566615797,0.11526180114940823,0.5780883415025329,0.1346223566615797
26,0.11593616445207283,0.5891839244274062,0.3538698505279964,0.5891839244274062,0.13104982377702054,0.11593616445207283,0.5891839244274062,0.13104982377702054
27,0.1164494025877441,0.5997247282060358,0.3570652011622216,0.5997247282060358,0.12722069504156633,0.1164494025877441,0.5997247282060358,0.12722069504156633
28,0.11683745678242982,0.609738491795734,0.359244345315922,0.609738491795734,0.12486548425916683,0.11683745678242982,0.609738491795734,0.12486548425916683
29,0.11722142732599768,0.6192515672059473,0.35622624982354106,0.6192515672059473,0.1281035838710954,0.11722142732599768,0.6192515672059473,0.1281035838710954
30,0.11718032945566084,0.62828898884565,0.3550864127175842,0.62828898884565,0.13137089204330582,0.11718032945566084,0.62828898884565,0.13137089204330582
31,0.11743920682829659,0.6368745394033675,0.352348336652277,0.6368745394033675,0.1338059847941606,0.11743920682829659,0.6368745394033675,0.1338059847941606
32,0.1175032911502966,0.6450308124331992,0.3516477783725715,0.6450308124331992,0.13531359232222032,0.1175032911502966,0.6450308124331992,0.13531359232222032
33,0.11763991890185897,0.6527792718115392,0.3546697450787792,0.6527792718115392,0.13145954328237697,0.11763991890185897,0.6527792718115392,0.13145954328237697
34,0.11807018602016664,0.6601403082209623,0.3464063651046191,0.6601403082209623,0.13828106267812232,0.11807018602016664,0.6601403082209623,0.13828106267812232
35,0.11738374704555617,0.6671332928099142,0.3525906114101009,0.6671332928099142,0.13541692422382165,0.11738374704555617,0.6671332928099142,0.13541692422382165
36,0.11836112137207516,0.6737766281694185,0.34012304170852836,0.6737766281694185,0.1417897007469081,0.11836112137207516,0.6737766281694185,0.1417897007469081
37,0.11729986112991078,0.6800877967609475,0.34757533940010454,0.6800877967609475,0.14133038206923323,0.11729986112991078,0.6800877967609475,0.14133038206923323
38,0.11789691288527267,0.6860834069229002,0.3377431065523308,0.6860834069229002,0.1473379251863418,0.11789691288527267,0.6860834069229002,0.1473379251863418
39,0.11727430928490479,0.6917792365767551,0.33892799068604257,0.6917792365767551,0.15079876777001142,0.11727430928490479,0.6917792365767551,0.15079876777001142
40,0.11724494340465613,0.6971902747479174,0.3441848215268991,0.6971902747479174,0.14420660736917623,0.11724494340465613,0.6971902747479174,0.14420660736917623
41,0.1180157890865769,0.7023307610105215,0.3364523523857517,0.7023307610105215,0.14782580901407663,0.1180157890865769,0.7023307610105215,0.14782580901407663
42,0.1171583986803523,0.7072142229599955,0.33924870417959574,0.7072142229599955,0.15096372272801709,0.1171583986803523,0.7072142229599955,0.15096372272801709
43,0.11719918903384605,0.7118535118119957,0.3438387720987577,0.7118535118119957,0.14445554239172845,0.11719918903384605,0.7118535118119957,0.14445554239172845
44,0.11794967045302049,0.7162608362213959,0.33648458743742654,0.7162608362213959,0.1479505267795044,0.11794967045302049,0.7162608362213959,0.1479505267795044
45,0.11711732029375391,0.7204477944103261,0.3469521791046751,0.7204477944103261,0.14159752361811617,0.11711732029375391,0.7204477944103261,0.14159752361811617
46,0.11817526994369149,0.7244254046898099,0.3354448841425838,0.7244254046898099,0.14642701640952643,0.11817526994369149,0.7244254046898099,0.14642701640952643
47,0.11710821757546559,0.7282041344553194,0.34751677205187986,0.7282041344553194,0.14014440291101934,0.11710821757546559,0.7282041344553194,0.14014440291101934
48,0.11820196960027513,0.7317939277325535,0.3483846186965923,0.7317939277325535,0.13244917681146728,0.11820196960027513,0.7317939277325535,0.13244917681146728
49,0.11751459558035073,0.7352042313459258,0.34856849210357654,0.7352042313459258,0.13792243388663278,0.11751459558035073,0.7352042313459258,0.13792243388663278
50,0.11730159067839303,0.7384440197786295,0.35116192206585956,0.7384440197786295,0.135930926898138,0.11730159067839303,0.7384440197786295,0.135930926898138
51,0.11816522468421385,0.741521818789698,0.35254111210619204,0.741521818789698,0.12973904651540996,0.11816522468421385,0.741521818789698,0.12973904651540996
52,0.11775518494597317,0.7444457278502131,0.35001710768862127,0.7444457278502131,0.13625065332198114,0.11775518494597317,0.7444457278502131,0.13625065332198114
53,0.11743263894824098,0.7472234414577025,0.3449429202982307,0.7472234414577025,0.14412251781963928,0.11743263894824098,0.7472234414577025,0.14412251781963928
54,0.11738554736810444,0.7498622693848174,0.34480984779263424,0.7498622693848174,0.14444971577120516,0.11738554736810444,0.7498622693848174,0.14444971577120516
55,0.11773343336283747,0.7523691559155765,0.338769176091028,0.7523691559155765,0.1487608407342021,0.11773343336283747,0.7523691559155765,0.1487608407342021
56,0.1172371502491276,0.7547506981197977,0.3386481925799004,0.7547506981197977,0.1523692406117681,0.1172371502491276,0.7547506981197977,0.1523692406117681
57,0.11721659495713992,0.7570131632138077,0.3347879014609998,0.7570131632138077,0.1562604435226706,0.11721659495713992,0.7570131632138077,0.1562604435226706
58,0.11712045375315519,0.7591625050531173,0.33318551624255227,0.7591625050531173,0.1584998346001311,0.11712045375315519,0.7591625050531173,0.1584998346001311
59,0.11703192412858887,0.7612043798004615,0.3414373061169507,0.7612043798004615,0.1488845853655702,0.11703192412858887,0.7612043798004615,0.1488845853655702
60,0.11785446007549924,0.7631441608104385,0.3341499398072937,0.7631441608104385,0.15134515328981765,0.11785446007549924,0.7631441608104385,0.15134515328981765
61,0.11700955734878805,0.7649869527699166,0.342402773183534,0.7649869527699166,0.14839239227961865,0.11700955734878805,0.7649869527699166,0.14839239227961865
62,0.11763303537489407,0.7667376051314208,0.34571889603873696,0.7667376051314208,0.14002913400622932,0.11763303537489407,0.7667376051314208,0.14002913400622932
63,0.11770423635845843,0.7684007248748497,0.34255521350315676,0.7684007248748497,0.1441147311140004,0.11770423635845843,0.7684007248748497,0.1441147311140004
64,0.11723189018919716,0.7699806886311071,0.3489349877161569,0.7699806886311071,0.13960291352619983,0.11723189018919716,0.7699806886311071,0.13960291352619983
65,0.11818746212822952,0.7714816541995517,0.3445916506573039,0.7714816541995517,0.13827089410867682,0.11818746212822952,0.7714816541995517,0.13827089410867682
66,0.11746909200876031,0.7729075714895741,0.35012591208973254,0.7729075714895741,0.13798326426118987,0.11746909200876031,0.7729075714895741,0.13798326426118987
67,0.11787728768307275,0.7742621929150955,0.3414247151026043,0.7742621929150955,0.14455169972471868,0.11787728768307275,0.7742621929150955,0.14455169972471868
68,0.1173527699218642,0.7755490832693407,0.3455914077090788,0.7755490832693407,0.14398865465162977,0.1173527699218642,0.7755490832693407,0.14398865465162977
69,0.11784168353731847,0.7767716291058736,0.3436826590112181,0.7767716291058736,0.14276825654007713,0.11784168353731847,0.7767716291058736,0.14276825654007713
70,0.11767058507862177,0.7779330476505799,0.34681616962929573,0.7779330476505799,0.14137153640460504,0.11767058507862177,0.7779330476505799,0.14137153640460504
71,0.11786185881241566,0.7790363952680509,0.3465087486267492,0.7790363952680509,0.14082806417163446,0.11786185881241566,0.7790363952680509,0.14082806417163446
72,0.1178668172758573,0.7800845755046484,0.3517631542505157,0.7800845755046484,0.1350819726400941,0.1178668172758573,0.7800845755046484,0.1350819726400941
73,0.1183132688759264,0.781080346729416,0.3497132014432945,0.781080346729416,0.13519277552908754,0.1183132688759264,0.781080346729416,0.13519277552908754
74,0.11796405645202439,0.7820263293929451,0.35149737109970675,0.7820263293929451,0.1361852951495691,0.11796405645202439,0.7820263293929451,0.1361852951495691
75,0.11817406710830726,0.7829250129232979,0.3438313166943638,0.7829250129232979,0.14286836747592108,0.11817406710830726,0.7829250129232979,0.14286836747592108
76,0.1176607200277339,0.783778762277133,0.3420302074383472,0.783778762277133,0.1481287081865567,0.1176607200277339,0.783778762277133,0.1481287081865567
77,0.11756998590195894,0.7845898241632763,0.3374148362267822,0.7845898241632763,0.15308159965158893,0.11756998590195894,0.7845898241632763,0.15308159965158893
78,0.11742403452189817,0.7853603329551124,0.3443892094744675,0.7853603329551124,0.14514285946301286,0.11742403452189817,0.7853603329551124,0.14514285946301286
79,0.11817768402201533,0.7860923163073568,0.34292158569131487,0.7860923163073568,0.14211551436415767,0.11817768402201533,0.7860923163073568,0.14211551436415767
80,0.11763425661490043,0.7867877004919889,0.34303252826421554,0.7867877004919889,0.14597825229410105,0.11763425661490043,0.7867877004919889,0.14597825229410105
81,0.11743367224154842,0.7874483154673895,0.3475599437362466,0.7874483154673895,0.14108184887194442,0.11743367224154842,0.7874483154673895,0.14108184887194442
82,0.11825104281909321,0.78807589969402,0.3381978893523865,0.78807589969402,0.14564056239088022,0.11825104281909321,0.78807589969402,0.14564056239088022
83,0.11731210884145143,0.788672104709319,0.3409008480233167,0.788672104709319,0.14919849766385598,0.11731210884145143,0.788672104709319,0.14919849766385598
84,0.11733310880966166,0.789238499473853,0.3448568996248678,0.789238499473853,0.14332857666571505,0.11733310880966166,0.789238499473853,0.14332857666571505
85,0.11806533236449311,0.7897765745001604,0.34918350642098017,0.7897765745001604,0.1347667969832639,0.11806533236449311,0.7897765745001604,0.1347667969832639
86,0.1178174548447688,0.7902877457751524,0.3517731625948691,0.7902877457751524,0.13495235386840693,0.1178174548447688,0.7902877457751524,0.13495235386840693
87,0.11794224916891044,0.7907733584863947,0.35435462038220855,0.7907733584863947,0.13137426537040084,0.11794224916891044,0.7907733584863947,0.13137426537040084
88,0.11831791203938184,0.791234690562075,0.346289557374782,0.791234690562075,0.138187175974552,0.11831791203938184,0.791234690562075,0.138187175974552
89,0.11760077183401535,0.7916729560339713,0.34505913197713967,0.7916729560339713,0.14443662250782555,0.11760077183401535,0.7916729560339713,0.14443662250782555
90,0.11756309762138921,0.7920893082322726,0.34415894983209344,0.7920893082322726,0.14505966103839738,0.11756309762138921,0.7920893082322726,0.14505966103839738
91,0.11789008433500568,0.792484842820659,0.348947886599922,0.792484842820659,0.13755978661359045,0.11789008433500568,0.792484842820659,0.13755978661359045
92,0.11811464509250329,0.792860600679626,0.34351755533009404,0.792860600679626,0.14256864957643664,0.11811464509250329,0.792860600679626,0.14256864957643664
93,0.11750593389352605,0.7932175706456448,0.34697137671528405,0.7932175706456448,0.14293492239428496,0.11750593389352605,0.7932175706456448,0.14293492239428496
94,0.1180140632823901,0.7935566921133625,0.3443019634911614,0.7935566921133625,0.14204128850290437,0.1180140632823901,0.7935566921133625,0.14204128850290437
95,0.11778385781344834,0.7938788575076944,0.3514233832110901,0.7938788575076944,0.13586455502539865,0.11778385781344834,0.7938788575076944,0.13586455502539865
96,0.1183591001723964,0.7941849146323097,0.3425456239468787,0.7941849146323097,0.14176708610930197,0.1183591001723964,0.7941849146323097,0.14176708610930197
97,0.11754197475225418,0.7944756689006942,0.3476082209637979,0.7944756689006942,0.1419078559249592,0.11754197475225418,0.7944756689006942,0.1419078559249592
98,0.11807244219892163,0.7947518854556594,0.3383327141250423,0.7947518854556594,0.14757400984441,0.11807244219892163,0.7947518854556594,0.14757400984441
99,0.14733148955474765,0.7950142911828765,0.34405709557494835,0.7950142911828765,0.1391462352091543,0.14733148955474765,0.7950142911828765,0.1391462352091543
100,0.16871500025804892,0.7952635766237327,0.3955620402663837,0.7952635766237327,0.10257915097764606,0.16871500025804892,0.7952635766237327,0.10257915097764606
101,0.16871500025804892,0.7955003977925461,0.45991576223373315,0.7955003977925461,0.05417448123511616,0.16871500025804892,0.7955003977925461,0.05417448123511616
102,0.16871500025804892,0.7957253779029188,0.4940305801943319,0.7957253779029188,0.03429231094339716,0.16871500025804892,0.7957253779029188,0.03429231094339716
103,0.17115926605026643,0.7959391090077728,0.4907776889783247,0.7959391090077728,0.05109648978062161,0.17115926605026643,0.7959391090077728,0.05109648978062161
104,0.15658890486835925,0.7961421535573842,0.43012343678552445,0.7961421535573842,0.10118627731225749,0.15658890486835925,0.7961421535573842,0.10118627731225749
105,0.14202836932778884,0.796335045879515,0.37388082479021373,0.796335045879515,0.13082694681897863,0.14202836932778884,0.796335045879515,0.13082694681897863
106,0.13288157265101902,0.7965182935855393,0.34573780629277495,0.7965182935855393,0.1455089369471873,0.13288157265101902,0.7965182935855393,0.1455089369471873
107,0.132112271431755,0.7966923789062623,0.3231830332075968,0.7966923789062623,0.16312083317533116,0.132112271431755,0.7966923789062623,0.16312083317533116
108,0.12842973205617755,0.7968577599609492,0.2934876321019633,0.7968577599609492,0.17333699040177855,0.12842973205617755,0.7968577599609492,0.17333699040177855
109,0.11998904193849377,0.7970148719629018,0.2855572055853811,0.7970148719629018,0.17855556983074042,0.11998904193849377,0.7970148719629018,0.17855556983074042
110,0.12003308189861797,0.7971641283647567,0.2796102851048834,0.7971641283647567,0.18613035282795767,0.12003308189861797,0.7971641283647567,0.18613035282795767
111,0.11655676646703364,0.7973059219465188,0.26843664748744706,0.7973059219465188,0.19102169106478334,0.11655676646703364,0.7973059219465188,0.19102169106478334
112,0.11349079244481568,0.7974406258491928,0.27183233925670275,0.7974406258491928,0.19454570580820127,0.11349079244481568,0.7974406258491928,0.19454570580820127
