,input,expected_output,network_output
0,1.0,0,0.00033607352080349424
1,2.0,1,0.009022708176762748
2,0.0,0,0.001184551261765969
3,0.0,0,0.0010290453324185197
4,0.0,0,0.001971775059905608
5,0.0,0,0.003413930510937436
6,0.0,0,0.005674206832543889
7,1.0,0,0.009050681810066423
8,2.0,1,0.4127235928258585
9,0.0,0,0.0369649972203663
10,0.0,0,0.0037856513008224864
11,0.0,0,0.01061134666129964
12,0.0,0,0.027178928147084103
13,0.0,0,0.059033137515001874
14,0.0,0,0.10197110659333548
15,1.0,0,0.14189132178743155
16,2.0,1,0.8460713401208854
17,0.0,0,0.0580869747010457
18,0.0,0,0.004663924725958369
19,0.0,0,0.01297232657310882
20,0.0,0,0.03317189817513806
21,0.0,0,0.07082365025413861
22,0.0,0,0.11874025153200946
23,1.0,0,0.16021543618126388
24,2.0,1,0.8564151206032887
25,0.0,0,0.05877092673948497
26,0.0,0,0.004695931941392928
27,0.0,0,0.01305416626291141
28,0.0,0,0.03337211591423358
29,1.0,0,0.07120480483463178
30,2.0,1,0.7976442024887824
31,0.0,0,0.059165910386694026
32,0.0,0,0.004975453902725946
33,0.0,0,0.014457548088950847
34,0.0,0,0.03844517627826401
35,0.0,0,0.08342715294851809
36,0.0,0,0.13881918719488737
37,1.0,0,0.18393912758201902
38,2.0,1,0.8683145378611532
39,0.0,0,0.05982069010220862
40,0.0,0,0.004758887173397463
41,0.0,0,0.01324752588019465
42,0.0,0,0.03391679876222039
43,0.0,0,0.072352782465614
44,1.0,0,0.1209754801367499
45,2.0,1,0.8395998959833975
46,0.0,0,0.059444585052824
47,0.0,0,0.004841022368334094
48,0.0,0,0.013714952123256203
49,0.0,0,0.03565650574420483
50,0.0,0,0.07660636420128435
51,0.0,0,0.1278785565613847
52,1.0,0,0.17100082956121532
53,2.0,1,0.8620955098614113
54,0.0,0,0.0592522820853252
55,0.0,0,0.00472415057574903
56,0.0,0,0.01313975013199507
57,0.0,0,0.033611216479930005
58,0.0,0,0.0717063476671782
59,0.0,0,0.12001136171753383
