,4299-2480,2480-2480,-1-2480,4299-4299,176591-4299,2480-0,4299-0,4299-176591,425668-176591,-1-425668
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0014132080789985607,0.0,0.04000000000000001,0.0014132080789985607,0.013388947083593753,0.0,0.0014132080789985607,0.0014132080789985607,0.010671432712436165,0.04000000000000001
2,0.021052934721982698,0.026296467933929417,0.07800000000000001,0.021052934721982698,0.02059889154549441,0.026296467933929417,0.021052934721982698,0.021052934721982698,0.011915261812224158,0.07800000000000001
3,0.060256377169312474,0.065370970327398,0.11410000000000002,0.060256377169312474,0.026083251025204993,0.065370970327398,0.060256377169312474,0.060256377169312474,0.01303781757478282,0.11410000000000002
4,0.04199310359713757,0.07167866157640776,0.14839500000000003,0.04199310359713757,0.032400833504966975,0.07167866157640776,0.04199310359713757,0.04199310359713757,0.014050924150492014,0.14839500000000003
5,0.04764868679837113,0.0848366089781825,0.18097525000000003,0.04764868679837113,0.037743962660341586,0.0848366089781825,0.04764868679837113,0.04764868679837113,0.01496525283506956,0.18097525000000003
6,0.07742832822302448,0.11251072692850896,0.21192648750000004,0.07742832822302448,0.04156679843074865,0.11251072692850896,0.07742832822302448,0.07742832822302448,0.015790434472900797,0.21192648750000004
7,0.09412773801223226,0.11754648220409827,0.24133016312500002,0.09412773801223226,0.04564697561775808,0.11754648220409827,0.09412773801223226,0.09412773801223226,0.01653516090104349,0.24133016312500002
8,0.08248045134539538,0.1141026007544563,0.26926365496875004,0.08248045134539538,0.05034756254627754,0.1141026007544563,0.08248045134539538,0.08248045134539538,0.017207276502442272,0.26926365496875004
9,0.10427448557409996,0.12878396428585695,0.2958004722203126,0.10427448557409996,0.0532822563522691,0.12878396428585695,0.10427448557409996,0.10427448557409996,0.01781386083270467,0.2958004722203126
10,0.0840413838727178,0.12235452806330145,0.32101044860929695,0.0840413838727178,0.05748395151334,0.12235452806330145,0.0840413838727178,0.0840413838727178,0.018361303190766485,0.32101044860929695
11,0.07712702663437399,0.12468464384592856,0.3449599261788321,0.07712702663437399,0.06051060644509083,0.12468464384592856,0.07712702663437399,0.07712702663437399,0.018855369918917272,0.3449599261788321
12,0.10818245005571535,0.1488432865669014,0.36771192986989043,0.10818245005571535,0.06204441451793129,0.1488432865669014,0.10818245005571535,0.10818245005571535,0.01930126514107336,0.36771192986989043
13,0.09253574208315613,0.1404136608072444,0.3893263333763959,0.09253574208315613,0.065594863933656,0.1404136608072444,0.09253574208315613,0.09253574208315613,0.01970368557906923,0.3893263333763959
14,0.10734643477462488,0.15814619844026775,0.4098600167075761,0.10734643477462488,0.06669328342993128,0.15814619844026775,0.10734643477462488,0.10734643477462488,0.0200668700243605,0.4098600167075761
15,0.11606563089270794,0.15462810710324906,0.4293670158721973,0.11606563089270794,0.06832604208090035,0.15462810710324906,0.11606563089270794,0.11606563089270794,0.02039464398623587,0.4293670158721973
16,0.09621557815860073,0.14591119167359765,0.44789866507858744,0.09621557815860073,0.07081307815718514,0.14591119167359765,0.09621557815860073,0.09621557815860073,0.020690459986828395,0.44789866507858744
17,0.0743691970405202,0.14376755481453032,0.4655037318246581,0.0743691970405202,0.07242378432491091,0.14376755481453032,0.0743691970405202,0.0743691970405202,0.020957433927363146,0.4655037318246581
18,0.054590637427208405,0.13995066031546435,0.4822285452334252,0.054590637427208405,0.07410998148210876,0.13995066031546435,0.054590637427208405,0.054590637427208405,0.02119837790869576,0.4822285452334252
19,0.056576485236538805,0.13991693988986786,0.49811711797175395,0.056576485236538805,0.07544007492424336,0.13991693988986786,0.056576485236538805,0.056576485236538805,0.021415829851848443,0.49811711797175395
20,0.08540868616669357,0.15895061131087745,0.5132112620731663,0.08540868616669357,0.07555839335401295,0.15895061131087745,0.08540868616669357,0.08540868616669357,0.021612080230543743,0.5132112620731663
21,0.07741898324517896,0.15188696309443322,0.5275506989695079,0.07741898324517896,0.07705923479871253,0.15188696309443322,0.07741898324517896,0.07741898324517896,0.02178919619731625,0.5275506989695079
22,0.10127382532377976,0.1748869087259019,0.5411731640210325,0.10127382532377976,0.07691909580095191,0.1748869087259019,0.10127382532377976,0.10127382532377976,0.021949043357328436,0.5411731640210325
23,0.08752256143448622,0.16452744315820358,0.5541145058199809,0.08752256143448622,0.07832100628454468,0.16452744315820358,0.08752256143448622,0.08752256143448622,0.022093305419239432,0.5541145058199809
24,0.10880160928663106,0.18545285986916182,0.5664087805289819,0.10880160928663106,0.07805401566290741,0.18545285986916182,0.10880160928663106,0.10880160928663106,0.022223501930114107,0.5664087805289819
25,0.07966136572553746,0.1742490806261762,0.5780883415025329,0.07966136572553746,0.07934647483856751,0.1742490806261762,0.07966136572553746,0.07966136572553746,0.022341004281178505,0.5780883415025329
26,0.0953649689235913,0.17839783942938503,0.5891839244274062,0.0953649689235913,0.0794334910557817,0.17839783942938503,0.0953649689235913,0.0953649689235913,0.022447050153014122,0.5891839244274062
