,-1,-2,0,1542,167043,197727,234521,92453,168731,212888,180791,203394,238477,190088
0,1,0,0.5874898253056747,0.04594092504501711,0.174787867056008,0.00859648946226736,0.0,0.17206723990018677,0.9602029466660351,0.0,0.9499867109563669,0.014289985203326739,0.026728375864583674,0.0
1,0,1,0.8342875355235403,0.934197376962853,0.06586113623281921,0.00859648946226736,0.0,0.8404266660889901,0.7628981316803333,0.0,0.7262714630816938,0.03477297559794448,0.026728375864583674,0.0
2,0,0,0.02766309693550184,0.9920974925207766,0.5495821147587439,0.00859648946226736,0.0,0.4504816558930199,0.5125119873094871,0.0,0.6411346222377535,0.03150547075071802,0.026728375864583674,0.0
3,0,0,0.009368016996460945,0.9582368437605061,0.6055210369576782,0.00859648946226736,0.0,0.24342825171264934,0.40718233155777966,0.0,0.519589082031693,0.01186330306441187,0.026728375864583674,0.0
4,0,0,0.013000537765793916,0.8756116921575675,0.41223666563323974,0.00859648946226736,0.0,0.18027119787963367,0.27222688190011307,0.0,0.4668647785243479,0.009603821956913734,0.026728375864583674,0.0
5,0,0,0.037468488821632354,0.7822348133460977,0.17634647035645962,0.00859648946226736,0.0,0.20977523848896665,0.22322421604158105,0.0,0.4005313065897111,0.010559416855188594,0.026728375864583674,0.0
6,0,0,0.10627768990708097,0.7355199938354682,0.07896344214200433,0.00859648946226736,0.0,0.25447456274011077,0.17098783968931153,0.0,0.37719362948906754,0.013731193897976087,0.026728375864583674,0.0
7,0,0,0.1572435701546208,0.7397119276326072,0.06466108284005422,0.00859648946226736,0.0,0.3223540095441398,0.1550760779637079,0.0,0.35293014148553387,0.014691329018893728,0.026728375864583674,0.0
8,1,0,0.14617919741787727,0.15426254539921616,0.08341800412516832,0.00859648946226736,0.0,0.08609336222485403,0.9602029466532529,0.0,0.949986710953883,0.014683568861298082,0.026728375864583674,0.0
9,0,1,0.8146265077728494,0.9365038825438976,0.02949526114484815,0.00859648946226736,0.0,0.7627580882395022,0.7628981316780868,0.0,0.7262714630766002,0.03931224909586403,0.026728375864583674,0.0
10,0,0,0.03419046096086846,0.9885047996202475,0.41260749413965914,0.00859648946226736,0.0,0.3863132810568949,0.5125119873031242,0.0,0.6411346222367175,0.03309008301763239,0.026728375864583674,0.0
