,2931-0,17642-0,2931-2931,17642-2931,67363-2931,-1-2931,2931-17642,67363-17642
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.027184372356234512,0.02009602086219755,0.027184372356234512,0.02009602086219755,0.007028654308365936,0.04000000000000001,0.027184372356234512,0.007028654308365936
2,0.05571276844442925,0.04361807398570022,0.05571276844442925,0.04361807398570022,0.006463744801389595,0.07800000000000001,0.05571276844442925,0.006463744801389595
3,0.07413116359952732,0.04229905253603489,0.07413116359952732,0.04229905253603489,0.016134787096642532,0.11410000000000002,0.07413116359952732,0.016134787096642532
4,0.11288370466851042,0.07942548940082214,0.11288370466851042,0.07942548940082214,0.01992110340796461,0.14839500000000003,0.11288370466851042,0.01992110340796461
5,0.1377206631481099,0.09580221198140897,0.1377206631481099,0.09580221198140897,0.017399985342384884,0.18097525000000003,0.1377206631481099,0.017399985342384884
6,0.1309741976118493,0.08475035645803038,0.1309741976118493,0.08475035645803038,0.025692342589345628,0.21192648750000004,0.1309741976118493,0.025692342589345628
7,0.14084296882934463,0.0735624404203818,0.14084296882934463,0.0735624404203818,0.027064060426543766,0.24133016312500002,0.14084296882934463,0.027064060426543766
8,0.16038773866007366,0.0984374850967666,0.16038773866007366,0.0984374850967666,0.027615418704954653,0.26926365496875004,0.16038773866007366,0.027615418704954653
9,0.17300116570807464,0.11027282795267332,0.17300116570807464,0.11027282795267332,0.02329696031804671,0.2958004722203126,0.17300116570807464,0.02329696031804671
10,0.1554699618385875,0.09476453971864629,0.1554699618385875,0.09476453971864629,0.02981561120607628,0.32101044860929695,0.1554699618385875,0.02981561120607628
11,0.15888533550249265,0.09126404957116299,0.15888533550249265,0.09126404957116299,0.0325670059025689,0.3449599261788321,0.15888533550249265,0.0325670059025689
12,0.16340264713612138,0.09575685541098855,0.16340264713612138,0.09575685541098855,0.02675196646255423,0.36771192986989043,0.16340264713612138,0.02675196646255423
13,0.1509218032374826,0.07569842723533553,0.1509218032374826,0.07569842723533553,0.029978195276923775,0.3893263333763959,0.1509218032374826,0.029978195276923775
14,0.16617998517471913,0.10187640469522503,0.16617998517471913,0.10187640469522503,0.029588924452458986,0.4098600167075761,0.16617998517471913,0.029588924452458986
15,0.1768477729385051,0.11223715617531549,0.1768477729385051,0.11223715617531549,0.024888420198701997,0.4293670158721973,0.1768477729385051,0.024888420198701997
16,0.14241964943199362,0.08510116255184319,0.14241964943199362,0.08510116255184319,0.02896346476294727,0.44789866507858744,0.14241964943199362,0.02896346476294727
17,0.16043137325565418,0.10858371544260026,0.16043137325565418,0.10858371544260026,0.028863265717781566,0.4655037318246581,0.16043137325565418,0.028863265717781566
18,0.1725399617004371,0.1170562086144448,0.1725399617004371,0.1170562086144448,0.024339365271870812,0.4822285452334252,0.1725399617004371,0.024339365271870812
19,0.13959184705280098,0.08831716987219967,0.13959184705280098,0.08831716987219967,0.028597259461064815,0.49811711797175395,0.13959184705280098,0.028597259461064815
20,0.15834581411147347,0.11071085623566389,0.15834581411147347,0.11071085623566389,0.028607792786118667,0.5132112620731663,0.15834581411147347,0.028607792786118667
21,0.1710079949727675,0.10599474477615181,0.1710079949727675,0.10599474477615181,0.03158085003527244,0.5275506989695079,0.1710079949727675,0.03158085003527244
22,0.17056668735478284,0.09251167493454485,0.17056668735478284,0.09251167493454485,0.03292649759761121,0.5411731640210325,0.17056668735478284,0.03292649759761121
23,0.17326405100551018,0.0870928142560161,0.17326405100551018,0.0870928142560161,0.03417928227179558,0.5541145058199809,0.17326405100551018,0.03417928227179558
24,0.17436713185975533,0.08213832925859876,0.17436713185975533,0.08213832925859876,0.034995917576273454,0.5664087805289819,0.17436713185975533,0.034995917576273454
25,0.17542694788659996,0.0790108739948611,0.17542694788659996,0.0790108739948611,0.035627252902699066,0.5780883415025329,0.17542694788659996,0.035627252902699066
26,0.17613647426647305,0.06647391888830204,0.17613647426647305,0.06647391888830204,0.03335957926269465,0.5891839244274062,0.17613647426647305,0.03335957926269465
27,0.18670592313843343,0.0896876537547515,0.18670592313843343,0.0896876537547515,0.02740606459103692,0.5997247282060358,0.18670592313843343,0.02740606459103692
28,0.1641951005705604,0.09282685621656533,0.1641951005705604,0.09282685621656533,0.03270885630347942,0.609738491795734,0.1641951005705604,0.03270885630347942
29,0.16551163603427474,0.09011394850861859,0.16551163603427474,0.09011394850861859,0.034726287942963854,0.6192515672059473,0.16551163603427474,0.034726287942963854
30,0.1682290685091148,0.07306507204489981,0.1682290685091148,0.07306507204489981,0.032648061085431404,0.62828898884565,0.1682290685091148,0.032648061085431404
31,0.18099733970486068,0.09674254425767705,0.18099733970486068,0.09674254425767705,0.03423173872622472,0.6368745394033675,0.18099733970486068,0.03423173872622472
32,0.1760904882755394,0.08356636226527682,0.1760904882755394,0.08356636226527682,0.027888630440753136,0.6450308124331992,0.1760904882755394,0.027888630440753136
33,0.18385707716471092,0.1063342120168822,0.18385707716471092,0.1063342120168822,0.028084178840737183,0.6527792718115392,0.18385707716471092,0.028084178840737183
34,0.1900058718139687,0.11573949167400667,0.1900058718139687,0.11573949167400667,0.02369847285881661,0.6601403082209623,0.1900058718139687,0.02369847285881661
35,0.1672010593663719,0.11068230940380654,0.1672010593663719,0.11068230940380654,0.024457512092912463,0.6671332928099142,0.1672010593663719,0.024457512092912463
36,0.1560474954287134,0.0862324989007278,0.1560474954287134,0.0862324989007278,0.027996018088822495,0.6737766281694185,0.1560474954287134,0.027996018088822495
37,0.1699500089778,0.10581557638845258,0.1699500089778,0.10581557638845258,0.02316900673130899,0.6800877967609475,0.1699500089778,0.02316900673130899
38,0.15090216552859712,0.11627859766573473,0.15090216552859712,0.11627859766573473,0.024326925588433832,0.6860834069229002,0.15090216552859712,0.024326925588433832
39,0.14421551776181224,0.10155319697449336,0.14421551776181224,0.10155319697449336,0.029822814620172403,0.6917792365767551,0.14421551776181224,0.029822814620172403
40,0.15538571049006888,0.09542030133826285,0.15538571049006888,0.09542030133826285,0.0323736312516147,0.6971902747479174,0.15538571049006888,0.0323736312516147
41,0.16092699558626258,0.09894873114858029,0.16092699558626258,0.09894873114858029,0.02661522753729851,0.7023307610105215,0.16092699558626258,0.02661522753729851
42,0.1485823434888711,0.10012586776918311,0.1485823434888711,0.10012586776918311,0.026078235455858873,0.7072142229599955,0.1485823434888711,0.026078235455858873
43,0.1415676538320816,0.10136192480604435,0.1415676538320816,0.10136192480604435,0.025250347623406458,0.7118535118119957,0.1415676538320816,0.025250347623406458
44,0.1364109156312776,0.10234832851067731,0.1364109156312776,0.10234832851067731,0.024660822794781663,0.7162608362213959,0.1364109156312776,0.024660822794781663
45,0.13255713394209417,0.09139311835852136,0.13255713394209417,0.09139311835852136,0.03035635611285719,0.7204477944103261,0.13255713394209417,0.03035635611285719
46,0.14680226172492536,0.07742872895488088,0.14680226172492536,0.07742872895488088,0.030182062681189184,0.7244254046898099,0.14680226172492536,0.030182062681189184
47,0.1648388427362425,0.09928242608172155,0.1648388427362425,0.09928242608172155,0.03245632942866218,0.7282041344553194,0.1648388427362425,0.03245632942866218
48,0.16515018570336876,0.09659166887105237,0.16515018570336876,0.09659166887105237,0.028964707382577157,0.7317939277325535,0.16515018570336876,0.028964707382577157
49,0.1695305236924197,0.09027095432156822,0.1695305236924197,0.09027095432156822,0.03129797959493754,0.7352042313459258,0.1695305236924197,0.03129797959493754
50,0.17155267996288906,0.09549120477782533,0.17155267996288906,0.09549120477782533,0.025822615633992962,0.7384440197786295,0.17155267996288906,0.025822615633992962
51,0.15653644127231867,0.07548810962497009,0.15653644127231867,0.07548810962497009,0.02936775767131363,0.741521818789698,0.15653644127231867,0.02936775767131363
52,0.17031791739170285,0.09794084429423705,0.17031791739170285,0.09794084429423705,0.024262580125450663,0.7444457278502131,0.17031791739170285,0.024262580125450663
53,0.1511733000665051,0.11048971015081242,0.1511733000665051,0.11048971015081242,0.025130170006951443,0.7472234414577025,0.1511733000665051,0.025130170006951443
54,0.14441429898620115,0.1094457618441095,0.14441429898620115,0.1094457618441095,0.024201178488715648,0.7498622693848174,0.14441429898620115,0.024201178488715648
55,0.13846090082989737,0.10831050140754807,0.13846090082989737,0.10831050140754807,0.02390793794967012,0.7523691559155765,0.13846090082989737,0.02390793794967012
56,0.13534915636598666,0.08439572524067021,0.13534915636598666,0.08439572524067021,0.027832662889833614,0.7547506981197977,0.13534915636598666,0.027832662889833614
57,0.1547085514394265,0.10761466074242411,0.1547085514394265,0.10761466074242411,0.0280718857088979,0.7570131632138077,0.1547085514394265,0.0280718857088979
58,0.16841742110766664,0.10393611077732745,0.16841742110766664,0.10393611077732745,0.031177880967729305,0.7591625050531173,0.16841742110766664,0.031177880967729305
59,0.16863081498658394,0.09103156924296148,0.16863081498658394,0.09103156924296148,0.03262779044538947,0.7612043798004615,0.16863081498658394,0.03262779044538947
60,0.17185000607275905,0.09741392664221875,0.17185000607275905,0.09741392664221875,0.026919355671677317,0.7631441608104385,0.17185000607275905,0.026919355671677317
61,0.1562784929054002,0.09882178314570783,0.1562784929054002,0.09882178314570783,0.026359150734654155,0.7649869527699166,0.1562784929054002,0.026359150734654155
62,0.14728195868420949,0.08893290424455368,0.14728195868420949,0.08893290424455368,0.03149046450770001,0.7667376051314208,0.14728195868420949,0.03149046450770001
63,0.1576722300841036,0.0758531485197628,0.1576722300841036,0.0758531485197628,0.030969100027997992,0.7684007248748497,0.1576722300841036,0.030969100027997992
64,0.1728181454834224,0.09618568981736694,0.1728181454834224,0.09618568981736694,0.02559510689745693,0.7699806886311071,0.1728181454834224,0.02559510689745693
65,0.13892033778382876,0.0862173721606619,0.13892033778382876,0.0862173721606619,0.029478715844965947,0.7714816541995517,0.13892033778382876,0.029478715844965947
66,0.15804879701750305,0.10950186649859886,0.15804879701750305,0.10950186649859886,0.0292158799595471,0.7729075714895741,0.15804879701750305,0.0292158799595471
67,0.1707579721879918,0.11768963467918957,0.1707579721879918,0.11768963467918957,0.024616828557073936,0.7742621929150955,0.1707579721879918,0.024616828557073936
68,0.15316697420435235,0.1121894724723302,0.15316697420435235,0.1121894724723302,0.0251127679582293,0.7755490832693407,0.15316697420435235,0.0251127679582293
69,0.14549401326154413,0.11049798060694462,0.14549401326154413,0.11049798060694462,0.02433894313371119,0.7767716291058736,0.14549401326154413,0.02433894313371119
70,0.13927259989144106,0.10907586006469248,0.13927259989144106,0.10907586006469248,0.024001747222327605,0.7779330476505799,0.13927259989144106,0.024001747222327605
71,0.13464823943851698,0.10796204339404812,0.13464823943851698,0.10796204339404812,0.0237637704819999,0.7790363952680509,0.13464823943851698,0.0237637704819999
72,0.1327237778277086,0.08418706367852982,0.1327237778277086,0.08418706367852982,0.027729768454694187,0.7800845755046484,0.1327237778277086,0.027729768454694187
73,0.15277226734586666,0.10593011569225591,0.15277226734586666,0.10593011569225591,0.030589257781107576,0.781080346729416,0.15277226734586666,0.030589257781107576
