,-2-394,-1-394,394-394,394-0
57,0.0,0.7570131632138077,0.20521210701547105,0.20521210701547105
58,0.0,0.7591625050531173,0.217157354896589,0.217157354896589
59,0.0,0.7612043798004615,0.2192078976428905,0.2192078976428905
60,0.0,0.7631441608104385,0.22063852396783498,0.22063852396783498
61,0.0,0.7649869527699166,0.22325008331738738,0.22325008331738738
62,0.0,0.7667376051314208,0.22443570067107163,0.22443570067107163
63,0.0,0.7684007248748497,0.20900578113623683,0.20900578113623683
64,0.0,0.7699806886311071,0.22132161820286958,0.22132161820286958
65,0.0,0.7714816541995517,0.22301733091783402,0.22301733091783402
66,0.0,0.7729075714895741,0.2242669594003415,0.2242669594003415
67,0.0,0.7742621929150955,0.22518555395955436,0.22518555395955436
68,0.0,0.7755490832693407,0.2241207938320937,0.2241207938320937
69,0.0,0.7767716291058736,0.20945304398880807,0.20945304398880807
70,0.0,0.7779330476505799,0.2216525726376862,0.2216525726376862
71,0.0,0.7790363952680509,0.2232606126141081,0.2232606126141081
72,0.0,0.7800845755046484,0.22444579380220897,0.22444579380220897
73,0.0,0.781080346729416,0.22360419172167392,0.22360419172167392
74,0.0,0.7820263293929451,0.20911031959391224,0.20911031959391224
75,0.0,0.7829250129232979,0.20547750759053063,0.20547750759053063
76,0.0,0.783778762277133,0.21873090021594108,0.21873090021594108
77,0.0,0.7845898241632763,0.22111291483618306,0.22111291483618306
78,0.0,0.7853603329551124,0.22127671537720736,0.22127671537720736
79,0.0,0.7860923163073568,0.2237148849824497,0.2237148849824497
80,0.0,0.7867877004919889,0.20852545316862248,0.20852545316862248
81,0.0,0.7874483154673895,0.22096853495475144,0.22096853495475144
82,0.0,0.78807589969402,0.20670277229859071,0.20670277229859071
83,0.0,0.788672104709319,0.20387833082559287,0.20387833082559287
84,0.0,0.789238499473853,0.21755535813699878,0.21755535813699878
85,0.0,0.7897765745001604,0.22024878338688558,0.22024878338688558
86,0.0,0.7902877457751524,0.22067326015743544,0.22067326015743544
87,0.0,0.7907733584863947,0.22327128994404002,0.22327128994404002
88,0.0,0.791234690562075,0.22278175157133034,0.22278175157133034
89,0.0,0.7916729560339713,0.2231301722521335,0.2231301722521335
90,0.0,0.7920893082322726,0.2233775933108246,0.2233775933108246
91,0.0,0.792484842820659,0.2089638952198411,0.2089638952198411
92,0.0,0.792860600679626,0.22129300386403078,0.22129300386403078
93,0.0,0.7932175706456448,0.2229962965244183,0.2229962965244183
94,0.0,0.7935566921133625,0.2225919510529447,0.2225919510529447
95,0.0,0.7938788575076944,0.2229976237962231,0.2229976237962231
96,0.0,0.7941849146323097,0.2232850297796448,0.2232850297796448
97,0.0,0.7944756689006942,0.20890248668206393,0.20890248668206393
98,0.0,0.7947518854556594,0.21973448449306504,0.21973448449306504
99,0.0,0.7950142911828765,0.22258694671424745,0.22258694671424745
100,0.0,0.7952635766237327,0.20777715520193452,0.20777715520193452
101,0.0,0.7955003977925461,0.17078233095294676,0.17078233095294676
102,0.0,0.7957253779029188,0.17275175445606553,0.17275175445606553
103,0.0,0.7959391090077728,0.18603085867558983,0.18603085867558983
