,input,expected_output,network_output
0,1.0,0,0.6279194644483612
1,0.0,0,0.2731315049659574
2,0.0,0,0.578425172127442
3,2.0,1,0.0357026217174642
4,0.0,0,0.1060331877141547
5,0.0,0,0.00493508452940293
6,1.0,0,0.1296696394244349
7,0.0,0,0.06604763249225405
8,0.0,0,0.175849438445044
9,2.0,1,0.3611441850715641
10,0.0,0,0.12811116158582156
11,0.0,0,0.011627637974267083
12,0.0,0,0.024188066847328715
13,1.0,0,0.02068738100177508
14,0.0,0,0.43749404606446246
15,0.0,0,0.06056917368582525
16,2.0,1,0.8740702769376951
17,0.0,0,0.013576238870597812
18,0.0,0,0.06651364150191433
19,0.0,0,0.019637219746143183
20,0.0,0,0.015811963759598317
21,1.0,0,0.0677354016972016
22,0.0,0,0.39840221376203194
23,0.0,0,0.12352320915061485
24,2.0,1,0.7933351469426103
25,0.0,0,0.02088988007917199
26,0.0,0,0.03945048001797135
27,0.0,0,0.022492791720728444
28,0.0,0,0.013502054268770467
29,1.0,0,0.09472401420504423
30,0.0,0,0.38834631038670087
31,0.0,0,0.15426612310159937
32,2.0,1,0.7645070940168636
33,0.0,0,0.02539418387254782
34,0.0,0,0.03366399758567534
35,0.0,0,0.022643217425377324
36,1.0,0,0.013309569807306087
37,0.0,0,0.3141241878932501
38,0.0,0,0.04838414583449583
39,2.0,1,0.8595533951487458
40,0.0,0,0.02848596818869518
41,0.0,0,0.07265389285849133
42,1.0,0,0.01572876880423695
43,0.0,0,0.1088635042166579
44,0.0,0,0.008406241215663034
45,2.0,1,0.59858322236401
46,0.0,0,0.03745096395940212
47,0.0,0,0.033097297069803334
48,0.0,0,0.018692790181195157
49,0.0,0,0.0200773673601278
50,1.0,0,0.08152303064483506
51,0.0,0,0.5433934168620088
52,0.0,0,0.1159925385059205
53,2.0,1,0.8582128891615874
54,0.0,0,0.009555986450530796
55,0.0,0,0.053941402852801905
56,1.0,0,0.02214694477654659
57,0.0,0,0.10039721803532879
58,0.0,0,0.014291400198577258
59,2.0,1,0.5999902880511024
60,0.0,0,0.04374957445949248
61,0.0,0,0.029387338210120573
62,0.0,0,0.01974856612302005
63,1.0,0,0.018026173413822084
64,0.0,0,0.33153346780681725
65,0.0,0,0.05518648893895219
66,2.0,1,0.8595370040712931
67,0.0,0,0.025752843127830213
68,0.0,0,0.06991442912645543
69,0.0,0,0.016301474091341972
70,1.0,0,0.01728312366063871
71,0.0,0,0.19981307053852218
72,0.0,0,0.04209449562301735
73,2.0,1,0.7996280855788366
74,0.0,0,0.04488504575570528
75,0.0,0,0.05971356337512362
76,0.0,0,0.014534817411071273
77,1.0,0,0.019733289440507496
78,0.0,0,0.18739101631298796
79,0.0,0,0.04504346526987664
80,2.0,1,0.7880953040232184
81,0.0,0,0.047050683253149754
82,0.0,0,0.05608955295891466
83,0.0,0,0.014653372277897795
84,1.0,0,0.01969344267021137
85,0.0,0,0.19201205148498687
86,0.0,0,0.045794108230693645
87,2.0,1,0.7915679546941247
88,0.0,0,0.04639821073249333
89,0.0,0,0.056698083862920044
90,0.0,0,0.014696547776386541
91,1.0,0,0.01956664810593718
92,0.0,0,0.19176656383840676
