,-1,-2,0,488,238905,245476
0,,,,,,
1,1.0,0.0,0.8705977624065268,0.6458257629625632,0.9958413216062082,0.9723714938048158
2,0.0,0.0,0.8667280399612336,0.8343035972293056,0.9567354960340492,0.6454307315989564
3,0.0,1.0,0.902849497073081,0.06139745784891817,0.47551613195293896,0.7892462995235295
4,0.0,0.0,0.0799929161931625,0.20512790990042773,0.09944473387414322,0.41592380188726635
5,0.0,0.0,0.019811559529225104,0.3185779419783167,0.039049333556541506,0.22401175593840233
6,0.0,0.0,0.020414240523708656,0.37356445293600976,0.05157308042451156,0.15753927147278537
7,1.0,0.0,0.025404532857256204,0.40715442406520863,0.41286471182085566,0.9602591662541576
8,0.0,0.0,0.14903706990184204,0.74585030364423,0.3184529334961514,0.5952153875371696
9,0.0,1.0,0.22768949107578468,0.061114710907545826,0.03056932647373719,0.7535001355448815
10,0.0,0.0,0.009303605255972385,0.2760433037490896,0.014232846021770726,0.3925482315367065
11,0.0,0.0,0.0159901585514956,0.39427893863373104,0.03776524444855786,0.22233376101874613
12,0.0,0.0,0.025199391423825986,0.45670990118613114,0.07315762475317773,0.16466628770115319
13,0.0,0.0,0.035727762682863956,0.5024913089562617,0.11251570756426241,0.15021200917272223
14,0.0,0.0,0.049057762367930316,0.5466754672007762,0.16022477932588636,0.14963548070312602
15,1.0,0.0,0.06937103157974372,0.5933773839830404,0.7329946198736462,0.96423662957601
16,0.0,0.0,0.5997339078705417,0.8697641387517385,0.8365743375601524,0.6311787888741075
17,0.0,1.0,0.849723641936661,0.08230703016277026,0.38467546497117333,0.7872791697766771
18,0.0,0.0,0.0554433535081744,0.22662512251264555,0.07488742165317819,0.41847515186429873
19,0.0,0.0,0.018683569799364887,0.344734804055885,0.03887257086346629,0.22806738620205966
20,0.0,0.0,0.02198624827883465,0.40349657834832403,0.05831407874156451,0.16166835860785336
21,1.0,0.0,0.028591183360730445,0.4417039346455926,0.45718664703842254,0.9615306892514796
22,0.0,0.0,0.1947732432955996,0.7744013516190333,0.40477023159995684,0.602324608064172
23,0.0,1.0,0.33045565987788916,0.06778050702140763,0.05119522179691417,0.7610128126374347
24,0.0,0.0,0.010505065980410677,0.2708776491201571,0.01613821670834325,0.398622046697931
