,-1,-2,0,100,6493,8493
0,1,0,0.0017965002493410777,0.8283759821038899,0.8091395443457564,0.9004798286616214
1,0,1,0.004640866241584519,0.9943943408793001,0.9992683495371254,0.7763770219036789
2,0,0,0.0007881711536640447,0.7706426924176756,0.9859789788239401,0.6812245581327726
3,0,0,0.0025730767654910834,0.590927655147446,0.9670443184949133,0.5964448574278758
4,0,0,0.006914338882749167,0.4266617053504259,0.9345812593729611,0.514808729745166
5,0,0,0.018266594884509563,0.29019256738088545,0.8743178573259404,0.43503656076753827
6,0,0,0.04734330115824176,0.20245818467130694,0.7709585698678855,0.35927151103322047
7,0,0,0.1142042139400443,0.16325098623545437,0.6228584124131515,0.2911283654886214
8,1,0,0.2469354557906408,0.15558389185506336,0.02102293050733132,0.9339309594018347
9,0,1,0.8721433251821216,0.8886531035883468,0.546431458858716,0.7754691999577162
10,0,0,0.0125987341225992,0.6759853157666812,0.8307983019732554,0.5685666936521238
11,0,0,0.008888267230667615,0.5345118598983792,0.9228968623067397,0.4862658754051095
12,0,0,0.011370288000257975,0.4118171188397151,0.92183736763899,0.40765443360373776
13,0,0,0.020906501643154943,0.3158806348979527,0.8896018888680417,0.33594083245786094
14,0,0,0.03892657182938982,0.2534623008545463,0.8409515921330155,0.27563470895058073
15,1,0,0.06586359697747736,0.22162433653076952,0.08851111781700677,0.9327647139623233
16,0,1,0.7779563203350759,0.9151144776702058,0.6950747524102048,0.7916780691497483
17,0,0,0.005304243377781039,0.6956101796067408,0.9156575596496732,0.5965909202032478
18,0,0,0.005299859571522658,0.5442914716968906,0.9482403969407438,0.5145735672243396
19,0,0,0.009561455231581773,0.41044792798005275,0.9283404244883782,0.43503078319370403
20,0,0,0.02039016267896058,0.3042380417859297,0.884959123056669,0.3603755232010923
21,0,0,0.04208599728333781,0.23578421751014678,0.8212307910676593,0.29510907921198903
22,0,0,0.07831603998673536,0.20254233050270554,0.7438301206356138,0.24285704683941345
23,1,0,0.1285503204000004,0.19329661217560282,0.0496541873540289,0.922757272811002
24,0,1,0.830463541660122,0.9061307913982957,0.6295593400645566,0.7792653426909927
25,0,0,0.007669619821750892,0.6916250516321207,0.8870912213324808,0.577826347551423
26,0,0,0.006227122251607577,0.5480201193319812,0.9427470555647903,0.495966662289539
27,0,0,0.009644291361958345,0.42251260731259965,0.9309335687180164,0.41717311559531695
28,0,0,0.018977574999338487,0.3227472076676375,0.8962283191513841,0.3444824757010505
29,1,0,0.03648447733577093,0.25650173679122873,0.1279757310036086,0.9483056324081055
30,0,1,0.7074232802421837,0.9247061437172547,0.7571424340818569,0.8040643505390008
31,0,0,0.0037176348200097437,0.7001534690802877,0.9367078145264214,0.6174106957155381
32,0,0,0.004668242541516893,0.5402853180648998,0.9514806691085457,0.5350262287626588
33,0,0,0.009598424979322956,0.3974101838177409,0.9244884041593359,0.4548013313329666
34,0,0,0.022145368651137316,0.284756254757495,0.8708984973346594,0.3783169248064975
35,0,0,0.049377526380467475,0.21489925732275755,0.7889953928420802,0.3096531816627285
36,1,0,0.09970427469121944,0.18383942406506923,0.05463992566198025,0.9402941585864809
37,0,1,0.8336023907764898,0.8996747210738295,0.6139527789796851,0.7934253518096812
38,0,0,0.00855371895922299,0.6799589278261744,0.872084773415156,0.5908087959350645
39,0,0,0.007107006058002477,0.5292278649175303,0.9334400045028582,0.5084934694501186
40,0,0,0.011080852723859932,0.3966320455594397,0.9194813414804738,0.42897076629562725
41,0,0,0.022778189754261404,0.29338617166231645,0.8752660822155658,0.3547568980822038
42,0,0,0.046418854078297905,0.2287990176724232,0.8087139615817759,0.2903019727145717
43,1,0,0.08563007660518983,0.19883419519577009,0.06656760742226468,0.9360146497354479
44,0,1,0.8141206491422436,0.9062736868235687,0.646327621141625,0.7919637291182446
45,0,0,0.007054583208478321,0.6869715772133513,0.8917979464876026,0.5920362417165139
46,0,0,0.006226076968975412,0.5365828223286858,0.9407522018137987,0.5098963178976169
47,0,0,0.01030692872210893,0.40402282245693666,0.9242390897884661,0.43043007946083256
48,0,0,0.021466647653642888,0.29982215373056875,0.8810305796563951,0.356158086000725
