,2544-0,10170-0,10170-2544,2544-2544,-1-2544,13932-10170,-1-10170,405074-10170,-1-15889,15889-15889,15889-13932,13932-13932,0-402733,-1-405074
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0014001352058319776,0.0014001352058319776,0.0,0.04000000000000001,0.04120766063252961,0.04000000000000001,0.019315071785983073,0.04000000000000001,0.03726479011709556,0.03726479011709556,0.04120766063252961,0.0,0.04000000000000001
2,0.019732996782841416,0.021841874817714893,0.021841874817714893,0.019732996782841416,0.07800000000000001,0.07186544132820609,0.07800000000000001,0.036571242269516704,0.07800000000000001,0.05964027825571883,0.05964027825571883,0.07186544132820609,0.023130314307873705,0.07800000000000001
3,0.034400359487886535,0.03388822810954688,0.03388822810954688,0.034400359487886535,0.11410000000000002,0.08840411445002014,0.11410000000000002,0.05214493613090581,0.11410000000000002,0.08001893189210449,0.08001893189210449,0.08840411445002014,0.035350498744095106,0.11410000000000002
4,0.046199959222474274,0.03831406386793789,0.03831406386793789,0.046199959222474274,0.14839500000000003,0.09792855247428776,0.14839500000000003,0.06620019484080948,0.14839500000000003,0.1009574298257024,0.1009574298257024,0.09792855247428776,0.04542646164112457,0.14839500000000003
5,0.053814448723887034,0.04537554482557306,0.04537554482557306,0.053814448723887034,0.18097525000000003,0.10465848625916789,0.18097525000000003,0.07888506582649753,0.18097525000000003,0.10243590519639119,0.10243590519639119,0.10465848625916789,0.05711843939606207,0.18097525000000003
6,0.06547676423864153,0.044924880327448194,0.044924880327448194,0.06547676423864153,0.21192648750000004,0.11298667814234258,0.21192648750000004,0.090333161891081,0.21192648750000004,0.10260033928492078,0.10260033928492078,0.11298667814234258,0.06856961753882232,0.21192648750000004
7,0.07399352757023249,0.04729220537887742,0.04729220537887742,0.07399352757023249,0.24133016312500002,0.11460961266582718,0.24133016312500002,0.10066506858936757,0.24133016312500002,0.11723554318932108,0.11723554318932108,0.11460961266582718,0.07501758437466872,0.24133016312500002
8,0.07748481668009871,0.06206401896657231,0.06206401896657231,0.07748481668009871,0.26926365496875004,0.11210947527210528,0.26926365496875004,0.1099896143845712,0.26926365496875004,0.12109866505042213,0.12109866505042213,0.11210947527210528,0.08408152081284605,0.26926365496875004
9,0.08419837507317662,0.06415517551505413,0.06415517551505413,0.08419837507317662,0.2958004722203126,0.11536954495912922,0.2958004722203126,0.11840501696474247,0.2958004722203126,0.13115533648580802,0.13115533648580802,0.11536954495912922,0.08952628590800374,0.2958004722203126
10,0.08599024569471517,0.07717225800417687,0.07717225800417687,0.08599024569471517,0.32101044860929695,0.10893750556752826,0.32101044860929695,0.12599991779334704,0.32101044860929695,0.13912975139519396,0.13912975139519396,0.10893750556752826,0.09754667081444474,0.32101044860929695
11,0.08905197820553216,0.06894122032605413,0.06894122032605413,0.08905197820553216,0.3449599261788321,0.12068731134771848,0.3449599261788321,0.1328543157911627,0.3449599261788321,0.12776075381284827,0.12776075381284827,0.12068731134771848,0.10188223768479793,0.3449599261788321
12,0.09499149682186456,0.06871353630382096,0.06871353630382096,0.09499149682186456,0.36771192986989043,0.12016612820889028,0.36771192986989043,0.1390404099841913,0.36771192986989043,0.13573105055716034,0.13573105055716034,0.12016612820889028,0.10524801326471594,0.36771192986989043
13,0.09523745243668787,0.059334054581510684,0.059334054581510684,0.09523745243668787,0.3893263333763959,0.12073860842537718,0.3893263333763959,0.14462335999339962,0.3893263333763959,0.12550512471072559,0.12550512471072559,0.12073860842537718,0.11174344944839362,0.3893263333763959
14,0.10126422835997756,0.055944371611705734,0.055944371611705734,0.10126422835997756,0.4098600167075761,0.12347598975506849,0.4098600167075761,0.1496619723767101,0.4098600167075761,0.11790493074703874,0.11790493074703874,0.12347598975506849,0.11612709888028326,0.4098600167075761
15,0.10460183805168709,0.05665665691791425,0.05665665691791425,0.10460183805168709,0.4293670158721973,0.12233516092324333,0.4293670158721973,0.15420932005264784,0.4293670158721973,0.12848582426241706,0.12848582426241706,0.12233516092324333,0.11564582548952032,0.4293670158721973
16,0.10375334707052909,0.06542973067689825,0.06542973067689825,0.10375334707052909,0.44789866507858744,0.11352418410641293,0.44789866507858744,0.15831330133018165,0.44789866507858744,0.1371670696542826,0.1371670696542826,0.11352418410641293,0.12070770035528092,0.44789866507858744
17,0.10409957008910238,0.07321186523390523,0.07321186523390523,0.10409957008910238,0.4655037318246581,0.11819376056859278,0.4655037318246581,0.1620171444331559,0.4655037318246581,0.14354953601750742,0.14354953601750742,0.11819376056859278,0.12321511606388437,0.4655037318246581
18,0.10371871477872503,0.07974984194714088,0.07974984194714088,0.10371871477872503,0.4822285452334252,0.10967766540410168,0.4822285452334252,0.16535986283359017,0.4822285452334252,0.14824123626497895,0.14824123626497895,0.10967766540410168,0.1268658906643676,0.4822285452334252
19,0.10381125733148547,0.0776338808952028,0.0776338808952028,0.10381125733148547,0.49811711797175395,0.1218202661877742,0.49811711797175395,0.1683766661899821,0.49811711797175395,0.13380549960188243,0.13380549960188243,0.1218202661877742,0.12934010406916208,0.49811711797175395
20,0.10790888772250799,0.08103326140919707,0.08103326140919707,0.10790888772250799,0.5132112620731663,0.12236736228143089,0.5132112620731663,0.1710993312191258,0.5132112620731663,0.13181145361855548,0.13181145361855548,0.12236736228143089,0.1294069089736522,0.5132112620731663
21,0.10871337276473736,0.07082401938411051,0.07082401938411051,0.10871337276473736,0.5275506989695079,0.1282249600562625,0.5275506989695079,0.17355653640792798,0.5275506989695079,0.12237879198495347,0.12237879198495347,0.1282249600562625,0.12513947292553315,0.5275506989695079
22,0.11191816940458883,0.07527407356346458,0.07527407356346458,0.11191816940458883,0.5411731640210325,0.12694119889111916,0.5411731640210325,0.17577416409082194,0.5411731640210325,0.12383158081323119,0.12383158081323119,0.12694119889111916,0.12534789462014873,0.5411731640210325
23,0.11221413965310809,0.06646428679184285,0.06646428679184285,0.11221413965310809,0.5541145058199809,0.13117922824723852,0.5541145058199809,0.17777557307463376,0.5541145058199809,0.11708478122623753,0.11708478122623753,0.13117922824723852,0.12176826442883097,0.5541145058199809
24,0.11489066260484077,0.07169070374072842,0.07169070374072842,0.11489066260484077,0.5664087805289819,0.1290200268858238,0.5664087805289819,0.17958184468252394,0.5664087805289819,0.12013457565446405,0.12013457565446405,0.1290200268858238,0.12239051277051818,0.5664087805289819
25,0.11477230951755253,0.07454064856426161,0.07454064856426161,0.11477230951755253,0.5780883415025329,0.12995964828644124,0.5780883415025329,0.18121200480864483,0.5780883415025329,0.12256976550171174,0.12256976550171174,0.12995964828644124,0.11924938857271274,0.5780883415025329
26,0.1153453150038828,0.06691682741558727,0.06691682741558727,0.1153453150038828,0.5891839244274062,0.13239691689573063,0.5891839244274062,0.18268322432246892,0.5891839244274062,0.11624783950573625,0.11624783950573625,0.13239691689573063,0.11782892408995174,0.5891839244274062
27,0.11727825380707346,0.060751717090111144,0.060751717090111144,0.11727825380707346,0.5997247282060358,0.13213271330164106,0.5997247282060358,0.18401099993369516,0.5997247282060358,0.11176329097470912,0.11176329097470912,0.13213271330164106,0.1183469123827377,0.5997247282060358
28,0.11869530687435326,0.05575227713186728,0.05575227713186728,0.11869530687435326,0.609738491795734,0.13217729173369763,0.609738491795734,0.18520931742282684,0.609738491795734,0.1087880549854791,0.1087880549854791,0.13217729173369763,0.11827923139941661,0.609738491795734
29,0.11998964833363936,0.06243780513283884,0.06243780513283884,0.11998964833363936,0.6192515672059473,0.129988894448948,0.6192515672059473,0.1862907989567682,0.6192515672059473,0.11434056250016014,0.11434056250016014,0.129988894448948,0.1183877486391931,0.6192515672059473
30,0.11930199792061826,0.06729511024455798,0.06729511024455798,0.11930199792061826,0.62828898884565,0.13049929913199038,0.62828898884565,0.18726683604115024,0.62828898884565,0.11852358996224892,0.11852358996224892,0.13049929913199038,0.11609730407249967,0.62828898884565
31,0.11915249278544043,0.07204336291902494,0.07204336291902494,0.11915249278544043,0.6368745394033675,0.13051313505056727,0.6368745394033675,0.18814770950980506,0.6368745394033675,0.1214449354263576,0.1214449354263576,0.13051313505056727,0.11497156332261597,0.6368745394033675
32,0.1188203051617402,0.07554568650724139,0.07554568650724139,0.1188203051617402,0.6450308124331992,0.13067380987297522,0.6450308124331992,0.18894269781526604,0.6450308124331992,0.1234850200254738,0.1234850200254738,0.13067380987297522,0.11360670146849944,0.6450308124331992
33,0.11862849762062667,0.06741823653686596,0.06741823653686596,0.11862849762062667,0.6527792718115392,0.13307022632984675,0.6527792718115392,0.18966017476094454,0.6527792718115392,0.11685503815812395,0.11685503815812395,0.13307022632984675,0.11261630978478283,0.6527792718115392
34,0.12017166974930824,0.06722646181077331,0.06722646181077331,0.12017166974930824,0.6601403082209623,0.12928411707780013,0.6601403082209623,0.1903076977044194,0.6601403082209623,0.12771416164242086,0.12771416164242086,0.12928411707780013,0.11405019179425799,0.6601403082209623
35,0.11688014820218197,0.058232572906319134,0.058232572906319134,0.11688014820218197,0.6671332928099142,0.12661462314657243,0.6671332928099142,0.1908920871609055,0.6671332928099142,0.12018655662779794,0.12018655662779794,0.12661462314657243,0.11960870421449357,0.6671332928099142
36,0.11978386388264961,0.06041616372670153,0.06041616372670153,0.11978386388264961,0.6737766281694185,0.12451234499162547,0.6737766281694185,0.19141949864538418,0.6737766281694185,0.13016331932922173,0.13016331932922173,0.12451234499162547,0.12277232623015458,0.6737766281694185
37,0.11623828411445733,0.0629261005850853,0.0629261005850853,0.11623828411445733,0.6800877967609475,0.12044379219364246,0.6800877967609475,0.1918954875101262,0.6800877967609475,0.1301266135829784,0.1301266135829784,0.12044379219364246,0.1279130266898468,0.6800877967609475
38,0.11779041680406512,0.06545661065346053,0.06545661065346053,0.11779041680406512,0.6860834069229002,0.12156616953663418,0.6860834069229002,0.19232506746055586,0.6860834069229002,0.13779170824124912,0.13779170824124912,0.12156616953663418,0.12804143627297462,0.6860834069229002
39,0.11467053531132847,0.07813928784605594,0.07813928784605594,0.11467053531132847,0.6917792365767551,0.11372731734051643,0.6917792365767551,0.19271276336581863,0.6917792365767551,0.14400809445579169,0.14400809445579169,0.11372731734051643,0.13247829313506213,0.6917792365767551
40,0.11372367599642302,0.06987795056365359,0.06987795056365359,0.11372367599642302,0.6971902747479174,0.12375560948537889,0.6971902747479174,0.1930626589203183,0.6971902747479174,0.13099714627008596,0.13099714627008596,0.12375560948537889,0.13320565857631878,0.6971902747479174
41,0.11609719725838305,0.06946880114728397,0.06946880114728397,0.11609719725838305,0.7023307610105215,0.12242515882572216,0.7023307610105215,0.19337843965825421,0.7023307610105215,0.13811009640735566,0.13811009640735566,0.12242515882572216,0.1319963749047817,0.7023307610105215
42,0.11334705774559202,0.0815089384318851,0.0815089384318851,0.11334705774559202,0.7072142229599955,0.11411210459616805,0.7072142229599955,0.1936634317742414,0.7072142229599955,0.14424179437547263,0.14424179437547263,0.11411210459616805,0.13586336866382165,0.7072142229599955
43,0.11250096845614897,0.07228292178565536,0.07228292178565536,0.11250096845614897,0.7118535118119957,0.12412846143294233,0.7118535118119957,0.19392063715891983,0.7118535118119957,0.131152187250852,0.131152187250852,0.12412846143294233,0.1364778021826797,0.7118535118119957
44,0.11509958801735891,0.07158217869410892,0.07158217869410892,0.11509958801735891,0.7162608362213959,0.12269543816575282,0.7162608362213959,0.1941527650185921,0.7162608362213959,0.13822406577491997,0.13822406577491997,0.12269543816575282,0.13491742947487065,0.7162608362213959
45,0.11247658191910995,0.06144292549257445,0.06144292549257445,0.11247658191910995,0.7204477944103261,0.12241995699641514,0.7204477944103261,0.19436226041194635,0.7204477944103261,0.12715904194170174,0.12715904194170174,0.12241995699641514,0.13852161092494725,0.7204477944103261
46,0.11604533202100764,0.06320112581823838,0.06320112581823838,0.11604533202100764,0.7244254046898099,0.12143048371850626,0.7244254046898099,0.19455133000444855,0.7244254046898099,0.13528873674103734,0.13528873674103734,0.12143048371850626,0.1390879406528029,0.7244254046898099
47,0.11302370242532402,0.055312354025375064,0.055312354025375064,0.11302370242532402,0.7282041344553194,0.12241659426642679,0.7282041344553194,0.19472196531168176,0.7282041344553194,0.12521168468777585,0.12521168468777585,0.12241659426642679,0.14265009660501,0.7282041344553194
48,0.11669325540845482,0.05297103307128005,0.05297103307128005,0.11669325540845482,0.7317939277325535,0.1244786467881088,0.7317939277325535,0.19487596367645973,0.7317939277325535,0.11771025664045588,0.11771025664045588,0.1244786467881088,0.14312080681733388,0.7317939277325535
49,0.11778257423083596,0.05405394926272538,0.05405394926272538,0.11778257423083596,0.7352042313459258,0.12308218829618726,0.7352042313459258,0.1950149472006719,0.7352042313459258,0.12834272090535334,0.12834272090535334,0.12308218829618726,0.13869751613538198,0.7352042313459258
50,0.11507073022131983,0.05751023777038294,0.05751023777038294,0.11507073022131983,0.7384440197786295,0.12172647996132237,0.7384440197786295,0.19514037983127336,0.7384440197786295,0.12060355558260055,0.12060355558260055,0.12172647996132237,0.1414854133976322,0.7384440197786295
51,0.11807290214106586,0.05437691619623825,0.05437691619623825,0.11807290214106586,0.741521818789698,0.12425838480492668,0.741521818789698,0.19525358278039118,0.741521818789698,0.11465312964197569,0.11465312964197569,0.12425838480492668,0.14110359937278374,0.741521818789698
52,0.11906676249427221,0.05537243502975126,0.05537243502975126,0.11906676249427221,0.7444457278502131,0.1228995215512158,0.7444457278502131,0.19535574844196998,0.7444457278502131,0.12609545164015973,0.12609545164015973,0.1228995215512158,0.13716444721071266,0.7444457278502131
53,0.11613678617417984,0.06432173091883825,0.06432173091883825,0.11613678617417984,0.7472234414577025,0.11397603455541687,0.7472234414577025,0.19544795295154488,0.7472234414577025,0.13540992612408922,0.13540992612408922,0.11397603455541687,0.14015751576082833,0.7472234414577025
54,0.11472910333540223,0.07664870663035257,0.07664870663035257,0.11472910333540223,0.7498622693848174,0.1211855230660856,0.7498622693848174,0.1955311675214362,0.7498622693848174,0.1337914208770142,0.1337914208770142,0.1211855230660856,0.14074038602623654,0.7498622693848174
55,0.11537689784859935,0.07546656794700786,0.07546656794700786,0.11537689784859935,0.7523691559155765,0.12200013810149316,0.7523691559155765,0.1956062686707631,0.7523691559155765,0.14048567890736013,0.14048567890736013,0.12200013810149316,0.13639619288643054,0.7523691559155765
56,0.11300064547133551,0.0815584618148981,0.0815584618148981,0.11300064547133551,0.7547506981197977,0.1132577468555094,0.7547506981197977,0.19567404745803066,0.7547506981197977,0.1459884104466091,0.1459884104466091,0.1132577468555094,0.13942175391312012,0.7547506981197977
57,0.11202264233127228,0.08703959889787694,0.08703959889787694,0.11202264233127228,0.7570131632138077,0.117998350568644,0.7570131632138077,0.1957352178135396,0.7570131632138077,0.1500340324536241,0.1500340324536241,0.117998350568644,0.14011674079306438,0.7570131632138077
58,0.11051489798265773,0.09160626846482299,0.09160626846482299,0.11051489798265773,0.7591625050531173,0.10952769939601607,0.7591625050531173,0.19579042405938646,0.7591625050531173,0.15300793701032095,0.15300793701032095,0.10952769939601607,0.14211387953327115,0.7591625050531173
59,0.10963611084426884,0.08680774703024417,0.08680774703024417,0.10963611084426884,0.7612043798004615,0.12172391210166598,0.7612043798004615,0.19584024769626324,0.7612043798004615,0.1369678262661835,0.1369678262661835,0.12172391210166598,0.14310566148399184,0.7612043798004615
60,0.11290421502538138,0.08429449332654367,0.08429449332654367,0.11290421502538138,0.7631441608104385,0.12091396550837522,0.7631441608104385,0.19588521352854454,0.7631441608104385,0.1424990948542008,0.1424990948542008,0.12091396550837522,0.1412121414452071,0.7631441608104385
61,0.11051852621322637,0.08145212837955082,0.08145212837955082,0.11051852621322637,0.7649869527699166,0.11743692628747329,0.7649869527699166,0.1959257951921784,0.7649869527699166,0.13874114570861953,0.13874114570861953,0.11743692628747329,0.14431087347805854,0.7649869527699166
62,0.11275630447156387,0.07377077064476244,0.07377077064476244,0.11275630447156387,0.7667376051314208,0.12319063013916885,0.7667376051314208,0.19596242014360798,0.7667376051314208,0.1269765683305115,0.1269765683305115,0.12319063013916885,0.14175974784727172,0.7667376051314208
63,0.11465692088963375,0.07216232288638455,0.07216232288638455,0.11465692088963375,0.7684007248748497,0.12208640980505865,0.7684007248748497,0.19599547416227317,0.7684007248748497,0.13515441650202512,0.13515441650202512,0.12208640980505865,0.13802195832809627,0.7684007248748497
64,0.11230576646078902,0.07148628051434053,0.07148628051434053,0.11230576646078902,0.7699806886311071,0.12134225951905517,0.7699806886311071,0.1960253054141185,0.7699806886311071,0.1251225737157638,0.1251225737157638,0.12134225951905517,0.1410100985756292,0.7699806886311071
