,-1,-2,0,7184,117952,18515
0,1,0,0.0035036647971767704,0.8284743583039037,0.10764355806931998,0.5601782109482234
1,0,0,0.009727695635350714,0.7714661116342378,0.09632832898777734,0.5715309735957976
2,0,0,0.012194053718271213,0.7199726564524098,0.12209262563467908,0.5830298056065656
3,0,0,0.017841086815153104,0.6659463004575731,0.16757647484808932,0.5950743730568335
4,0,1,0.029009366825620164,0.9947282886323608,0.0021985658600332343,0.34676882422928906
5,0,0,0.002518682339859436,0.928768767236971,0.018368077369491316,0.33780413783129437
6,0,0,0.003792793819785382,0.9101188586371209,0.02708786295670464,0.3320573539221882
7,1,0,0.004346605948709755,0.743422636515913,0.16570489809878974,0.6875065639229502
8,0,0,0.01969618428314705,0.6155011651986529,0.21272212567780524,0.7012154479789889
9,0,0,0.04596833295763273,0.47131100645094387,0.37859652771622254,0.7121506763166198
10,0,0,0.1850619724291802,0.31515559514269803,0.6863019685847831,0.7192043136619823
11,0,1,0.6978083224389828,0.9652654221379451,0.07496842562415476,0.4574828292349255
12,0,0,0.004192177903361777,0.8912338237897153,0.015074206432926824,0.3693137515337885
13,1,0,0.004497853446923678,0.7057025572622599,0.18645591274499002,0.7218635654179297
14,0,0,0.02620929845556308,0.5514073568575368,0.2756074020297681,0.732155149261133
15,0,0,0.08333689135700724,0.3809937911331176,0.5263763872927966,0.738812226339184
16,0,0,0.4275299828565751,0.22177808958135836,0.8524594248895538,0.738686427518517
17,0,1,0.8942169154055238,0.9454020928871578,0.14853872945579902,0.44714706710315955
18,0,0,0.006671837745746696,0.8850360165180567,0.016166917386489066,0.3351595746766061
19,1,0,0.004664058038159186,0.7212112251333772,0.17881906065460434,0.690133073287002
20,0,0,0.02341214652137234,0.5908462202679761,0.24105082371193193,0.7036183895465097
21,0,0,0.05908776955183397,0.4428664616329704,0.43174378694625903,0.7139319540630483
22,0,0,0.2545554056241646,0.28737948304037997,0.7490355179369839,0.7194004610067652
23,0,1,0.7840509072362379,0.9607940105883279,0.09538909589777379,0.4485913045551903
24,0,0,0.004745160843077941,0.8917240765454293,0.0144767693463564,0.3497221972257921
25,0,0,0.004473567627340685,0.8932258200836717,0.03282255025658225,0.3436328280179432
26,1,0,0.004864740607234164,0.7226016060609134,0.18463667286575527,0.6983666541721065
27,0,0,0.02392364331272333,0.5861163134234504,0.24705231574349004,0.7111643541487733
28,0,0,0.062142440168924666,0.43222328212929295,0.44693880669294317,0.7206720097455949
29,0,0,0.27983679554862156,0.27386932218912735,0.7704419600351781,0.725080667752459
30,0,1,0.8121458788413541,0.9578025677059049,0.10640491498975375,0.45152508050691353
31,0,0,0.0050876572033171285,0.8895018372006958,0.014812626382959616,0.34930591138176464
32,0,0,0.004530893289466088,0.8924460975859494,0.03316729084992675,0.3431751577368211
33,0,0,0.004892034566706245,0.8951312575734017,0.03426410864156016,0.33713066626011756
34,1,0,0.004853525124817435,0.7280329932917332,0.181511446188586,0.692202411270505
35,0,0,0.02294469152481324,0.5961920112579667,0.23737915570848972,0.7055103493797531
36,0,0,0.05663034675926682,0.4471441463490568,0.4234100601117775,0.7156950978848431
37,0,0,0.24277610185541565,0.2902196628514387,0.7409950963456116,0.7212396690055622
38,0,1,0.7746974229901966,0.9610760796155262,0.09351489542561008,0.4521552150137417
39,0,0,0.004694515287122168,0.8908307552325283,0.014662235683313754,0.35446107537137683
40,0,0,0.004497654148022142,0.8915018992653735,0.03335472929041648,0.3484009410324141
41,1,0,0.004919656492497176,0.7182560129700686,0.1879628632126959,0.7028055253641187
42,0,0,0.024835921963343815,0.5783350419210485,0.2552764049395049,0.7151905743256218
43,0,0,0.06697315494025219,0.42100595099874566,0.46566291095985796,0.7241606292220997
44,0,0,0.3109751949287942,0.2620820192477296,0.7913144532205851,0.7276520438722345
45,0,1,0.8358012481886506,0.9553082844907606,0.11588523955419958,0.4502747568710423
46,0,0,0.005399879405725744,0.8887121394765806,0.014976500888675234,0.3452114657279911
47,0,0,0.004552448960888558,0.8932969327760644,0.03298156657265233,0.33905145963692523
48,0,0,0.004866868810475125,0.8966173139397967,0.03377460420824641,0.3330480651995062
49,1,0,0.004806048237039539,0.7316845535286846,0.17871357469891566,0.6883291288250515
50,0,0,0.022232780717568294,0.6027493184770681,0.23072840059212907,0.7019293607427064
51,0,0,0.053203826724009765,0.4568463196930661,0.40806379608159304,0.7125254085280851
52,0,0,0.2204988748350306,0.30111466693020367,0.7205368335126112,0.7187673491280923
53,0,1,0.7461649252569073,0.9631152909392371,0.08527007545475875,0.4523541984111322
54,0,0,0.004460273244865695,0.8917101178223127,0.014648820397944736,0.3581247346255158
