,-1,-2,0,7184,117952,18515
0,1,0,0.0031034961482342472,0.8657937334507715,0.08336670260509034,0.48225559404987445
1,0,1,0.007167649256960022,0.9983889765610681,0.0004721139316933217,0.24481087830527523
2,0,0,0.0024519095365338433,0.9472666346660688,0.014466391947472892,0.24706701165675332
3,0,0,0.0033922963463114326,0.934908769875785,0.019713737201161447,0.24940212658282454
4,0,0,0.003703287844957071,0.9311822933044506,0.021406295731121846,0.2512548118484472
5,0,0,0.003804613843321418,0.929795635878871,0.02201108620228798,0.25277469129095637
6,1,0,0.0038425402335365974,0.7996778001854844,0.12741927729094257,0.6074019105938178
7,0,1,0.01236868565601403,0.9968936668082494,0.001031978323722074,0.36097727157126047
8,0,0,0.0024771722040082024,0.9265402967057739,0.019123845861034137,0.3540698234815544
9,0,0,0.003849591668487179,0.90525177248219,0.02852410621791404,0.3482727492999047
10,0,0,0.0044851537847074305,0.8987590963516442,0.03212666948813724,0.34228912824344637
11,0,0,0.00471626325575422,0.8978542166546335,0.03305443093136324,0.33625733542352804
12,0,0,0.004759471320228764,0.8991401890672747,0.032824617340287986,0.3302784568148772
13,0,0,0.004723705715967348,0.9012347766947586,0.03214139116095819,0.3244272153892474
14,1,0,0.004658854899987832,0.7405055835401295,0.17158734523140062,0.6800739663815649
15,0,1,0.020563895432692828,0.9950291635635594,0.0019188441558899946,0.4381100973066406
16,0,0,0.0025113995859513054,0.9085611884638486,0.02299858913362209,0.4346260740158113
17,0,0,0.004292167949325115,0.8743561884723879,0.03805106248788941,0.43317097475213384
18,0,0,0.00548425564904011,0.8579651778660202,0.04681676533149157,0.43135404154920126
19,0,0,0.00621477874174564,0.84989839641747,0.05177446323186307,0.4292215456582521
20,1,0,0.006630196339266809,0.6263921676517341,0.26910984760486745,0.7718333488842455
21,0,1,0.057040568298278096,0.9893544658590323,0.005870934094392415,0.5393200204607527
22,0,0,0.002634913377104018,0.8775312818512976,0.029046746369310657,0.5416924854785203
23,0,0,0.005161918909942952,0.8158748213522699,0.05757927290621589,0.5514345478243332
24,0,0,0.00807939028191629,0.7678756499276294,0.08552687864963925,0.5617812795744893
25,0,0,0.01176731069803447,0.7230801842623077,0.1178379890479511,0.5726812449270651
26,0,0,0.017207377835825707,0.675787083439608,0.16010773927104882,0.5840090404682537
27,0,0,0.026668395827006128,0.6215329510206834,0.2215576535869984,0.595483230446919
28,1,0,0.04658705493744538,0.2761915302902651,0.7496840584744835,0.875032487417534
