,-1-62,62-62,-2-62,62-0,61-0,0-0
71,0.7790363952680509,0.0,0.0,0.0,0.0,0.0
72,0.7800845755046484,0.0,0.0,0.0,0.0,0.0
73,0.781080346729416,0.0,0.0,0.0,0.0,0.0
74,0.7820263293929451,0.0,0.0,0.0,0.0,0.0
75,0.7829250129232979,0.0,0.0,0.0,0.0,0.0
76,0.783778762277133,0.0,0.0,0.0,0.0,0.0
77,0.7845898241632763,0.0,0.0,0.0,0.0,0.0
78,0.7853603329551124,0.0,0.0,0.0,0.0,0.0
79,0.7860923163073568,0.0,0.0,0.0,0.0,0.0
80,0.7867877004919889,0.0,0.0,0.0,0.0,0.0
81,0.7874483154673895,0.0,0.0,0.0,0.0,0.0
82,0.78807589969402,0.0,0.0,0.0,0.0,0.0
83,0.788672104709319,0.0,0.0,0.0,0.0,0.0
84,0.789238499473853,0.0,0.0,0.0,0.0,0.0
85,0.7897765745001604,0.0,0.0,0.0,0.0,0.0
86,0.7902877457751524,0.0,0.0,0.0,0.0,0.0
87,0.7907733584863947,0.0,0.0,0.0,0.0,0.0
88,0.791234690562075,0.0,0.0,0.0,0.0,0.0
89,0.7916729560339713,0.0,0.0,0.0,0.0,0.0
90,0.7920893082322726,0.0,0.0,0.0,0.0,0.0
91,0.792484842820659,0.0,0.0,0.0,0.0,0.0
92,0.792860600679626,0.0,0.0,0.0,0.0,0.0
93,0.7932175706456448,0.0,0.0,0.0,0.0,0.0
94,0.7935566921133625,0.0,0.0,0.0,0.0,0.0
95,0.7938788575076944,0.0,0.0,0.0,0.0,0.0
96,0.7941849146323097,0.0,0.0,0.0,0.0,0.0
97,0.7944756689006942,0.0,0.0,0.0,0.0,0.0
98,0.7947518854556594,0.0,0.0,0.0,0.0,0.0
99,0.7950142911828765,0.0,0.0,0.0,0.0,0.0
100,0.7952635766237327,0.0,0.0,0.0,0.0,0.0
101,0.7955003977925461,0.0,0.0,0.0,0.0,0.0
102,0.7957253779029188,0.0,0.0,0.0,0.0,0.0
103,0.7959391090077728,0.0,0.0,0.0,0.0,0.0
