,input,expected_output,network_output
0,1.0,0,0.0035042747102123676
1,0.0,0,0.009731897737485467
2,0.0,0,0.01220255104350038
3,0.0,0,0.017861207346855236
4,0.0,0,0.029062663984320246
5,2.0,1,0.055365172304144436
6,1.0,0,0.0025642647612531657
7,0.0,0,0.011652707275971601
8,0.0,0,0.029070115760416786
9,0.0,0,0.1200928830084221
10,0.0,0,0.5930088204072178
11,2.0,1,0.9278528815740422
12,1.0,0,0.007410602314529924
13,0.0,0,0.01600528617884408
14,0.0,0,0.04321697083222955
15,0.0,0,0.1686769816524383
16,0.0,0,0.6455037533645229
17,2.0,1,0.9223050679217606
18,1.0,0,0.006099225797112827
19,0.0,0,0.012245062878704293
20,0.0,0,0.024917308866888997
21,0.0,0,0.06076376246284836
22,0.0,0,0.20503236628415086
23,2.0,1,0.6426425855659125
24,0.0,0,0.0035890547769460075
25,1.0,0,0.004041622431605381
26,0.0,0,0.01792406860153768
27,0.0,0,0.038804599060123075
28,0.0,0,0.1387123966908094
29,0.0,0,0.580863475386492
30,2.0,1,0.9141603365655181
31,1.0,0,0.006193094040485552
32,0.0,0,0.01330309684820142
33,0.0,0,0.030661944096307556
34,0.0,0,0.09237105048739919
35,0.0,0,0.3756954471387288
36,2.0,1,0.8340830174995867
37,1.0,0,0.0047019337495189896
38,0.0,0,0.012169234715704694
39,0.0,0,0.029499599699093656
40,0.0,0,0.0957455901159599
41,0.0,0,0.4168629089366616
42,2.0,1,0.8639335049662067
43,1.0,0,0.005201290024021221
44,0.0,0,0.012905280605839632
45,0.0,0,0.03222337010650506
46,0.0,0,0.11004080004052934
47,0.0,0,0.47653347219960457
48,2.0,1,0.8849903453801694
49,0.0,0,0.00548916913432808
50,1.0,0,0.004177849216188552
51,0.0,0,0.016484097909431596
52,0.0,0,0.029818835263450104
53,0.0,0,0.08068807984095447
54,0.0,0,0.3199113076652776
55,2.0,1,0.8014990658529786
56,0.0,0,0.0044856484264113
57,0.0,0,0.004154888239827608
58,1.0,0,0.004383382203571993
59,0.0,0,0.01750513311113234
60,0.0,0,0.033975435550933866
61,0.0,0,0.10472731222808722
62,0.0,0,0.4433137171050717
63,2.0,1,0.8730398010962923
64,0.0,0,0.005325566562297503
65,0.0,0,0.004200049021973836
66,1.0,0,0.00431626951652688
67,0.0,0,0.016327172530933787
68,0.0,0,0.029429821002284768
69,0.0,0,0.08047544960902168
70,0.0,0,0.3243810875825807
71,2.0,1,0.8080964311211384
72,0.0,0,0.0045718035674924265
73,1.0,0,0.004178469169607003
74,0.0,0,0.01806984756333069
75,0.0,0,0.037273037923137464
76,0.0,0,0.12400771483803413
77,0.0,0,0.521106227840012
78,2.0,1,0.8979679404914703
79,0.0,0,0.005748731478893683
80,1.0,0,0.004198318904673008
81,0.0,0,0.016410787572701643
82,0.0,0,0.02927712867988214
83,0.0,0,0.07750780720089977
84,0.0,0,0.3019499639866985
85,2.0,1,0.7855556483964524
86,1.0,0,0.004356260122953128
87,0.0,0,0.012542573516758913
88,0.0,0,0.03328461006776507
89,0.0,0,0.12566928127067428
90,0.0,0,0.5559961070416518
91,2.0,1,0.9106732931019699
92,0.0,0,0.006167896605324103
93,1.0,0,0.004247312051302883
94,0.0,0,0.016601975717370935
95,0.0,0,0.0295711668706043
96,0.0,0,0.07819402999940302
97,0.0,0,0.3037509304476792
98,2.0,1,0.7861403296117405
99,0.0,0,0.004352706320990222
100,1.0,0,0.004140406521555463
101,0.0,0,0.017835405260215115
102,0.0,0,0.03665969178596355
103,0.0,0,0.12126471058878369
104,0.0,0,0.512393116518096
105,2.0,1,0.8958932565906568
106,0.0,0,0.0057198453745249235
107,1.0,0,0.004203413569178745
108,0.0,0,0.01653438729107694
109,0.0,0,0.029750799415082012
110,0.0,0,0.079869059414775
111,0.0,0,0.31445797957869315
112,2.0,1,0.7964445166661799
113,0.0,0,0.004439598455826566
114,1.0,0,0.004149608247655777
115,0.0,0,0.01781866488058784
116,0.0,0,0.03643467061969894
117,0.0,0,0.11957537137715249
118,0.0,0,0.5052029583345231
119,2.0,1,0.8936755620112179
120,0.0,0,0.005671675742249632
121,0.0,0,0.004200762049290642
122,1.0,0,0.0042685138210771184
123,0.0,0,0.01567918718426781
124,0.0,0,0.027181478904074883
125,0.0,0,0.06964266937147166
126,0.0,0,0.2663076649759933
127,2.0,1,0.7538467345802675
128,1.0,0,0.004174608696037003
129,0.0,0,0.012703543324248232
130,0.0,0,0.03512355908394353
131,0.0,0,0.14195609526131758
132,0.0,0,0.6156228735301525
133,2.0,1,0.9237521318955669
134,0.0,0,0.006593050044230796
135,0.0,0,0.004273020573269486
136,1.0,0,0.004252257631044695
137,0.0,0,0.015219517818792964
138,0.0,0,0.025492509530857556
139,0.0,0,0.061704438856343885
140,0.0,0,0.22231239221799354
141,2.0,1,0.6933894680460752
142,0.0,0,0.0038571289382696495
143,0.0,0,0.004143733407000243
144,1.0,0,0.0044994165461966365
145,0.0,0,0.019469822943291012
146,0.0,0,0.0422740960575406
147,0.0,0,0.15436956099913196
148,0.0,0,0.6192803391023488
149,2.0,1,0.9207153778381068
150,0.0,0,0.0063056020316774875
151,0.0,0,0.004208242765855299
152,1.0,0,0.004196383791729108
153,0.0,0,0.014735058550902319
154,0.0,0,0.024092028830717777
155,0.0,0,0.05591338488418407
156,0.0,0,0.1915320662963988
157,2.0,1,0.6374513024989549
158,0.0,0,0.003639942667086489
159,1.0,0,0.0041330339052285826
160,0.0,0,0.019614601022783347
161,0.0,0,0.04674268104804159
162,0.0,0,0.19087298344902184
163,0.0,0,0.7083736512969193
164,2.0,1,0.9365182259992668
165,0.0,0,0.006901127896103473
166,0.0,0,0.004232131208362394
167,1.0,0,0.004157499526704713
168,0.0,0,0.014195728778385664
169,0.0,0,0.02239783202479171
170,0.0,0,0.04894621245473268
171,0.0,0,0.1546187165718475
172,2.0,1,0.5468520500532197
173,0.0,0,0.003372783292988924
174,1.0,0,0.004114294844396597
175,0.0,0,0.020227925654448146
176,0.0,0,0.051069593401052604
177,0.0,0,0.224154331152634
178,0.0,0,0.7632394366975707
179,2.0,1,0.9444322176153993
180,0.0,0,0.007298610013675311
181,0.0,0,0.004245831675186151
182,1.0,0,0.0041310828703543115
183,0.0,0,0.01385230735905536
184,0.0,0,0.021365986279761055
185,0.0,0,0.044936560637463256
186,0.0,0,0.13424040450591218
187,2.0,1,0.4834712423322992
188,0.0,0,0.003227420040652271
189,1.0,0,0.004102410907238068
