,-1,-2,0,100,6493,8493
0,1,0,0.005116192075011324,0.6537401119455822,0.5930083397715691,0.9099282236334774
1,0,0,0.031711936580120975,0.3626660692185068,0.5877989563601288,0.7823929437534565
2,0,0,0.12591978619352134,0.16039049851318565,0.3285788866241373,0.6830617020180182
3,0,0,0.5901512940540398,0.08355553911033432,0.06588049671662803,0.5814228764822642
4,0,0,0.8866354713779733,0.07153491209237503,0.017867496348577292,0.41962398111944266
5,0,1,0.9134100136151372,0.9310676998789518,0.7518629609403058,0.2462080968307134
6,1,0,0.003697247196202594,0.8652677746173635,0.6273280777574748,0.8840690179932745
7,0,0,0.00949580675260115,0.6078489226576915,0.830001513905076,0.7648872428512605
8,0,0,0.012500026228368889,0.37384291024643707,0.8385034172210859,0.6708291235579462
9,0,0,0.037624496299277777,0.19651714592528535,0.6955074385707612,0.5850837652928224
10,0,0,0.16204401146695324,0.11314749445846298,0.38391185089783736,0.4988957309129157
11,0,1,0.5806117666270919,0.9341157151225056,0.9452725482767346,0.39911278905041214
12,1,0,0.0013932092106464747,0.8325922606033781,0.7432335088958609,0.9432985840666707
13,0,0,0.006298554601661629,0.546405351837543,0.8619428941456538,0.8040478933638499
14,0,0,0.014467543849927426,0.29679335303852433,0.8034220138563781,0.7039829435619391
15,0,0,0.06405467750732101,0.14002995352751305,0.5518550729725628,0.6158118515896005
16,0,0,0.34403357917639754,0.08560143500502122,0.18149147102725388,0.5251606295048581
17,0,1,0.8131989583475715,0.9227889580835029,0.8433363696719623,0.39952081430811803
18,0,0,0.002446751168929377,0.825227390255476,0.9844387869438316,0.23927271213440632
19,1,0,0.001974761572000976,0.8011282948815426,0.7595551134699867,0.924729333428067
20,0,0,0.006792859111050897,0.5191398438909466,0.8592445689806375,0.7923405948093131
21,0,0,0.01676572315878689,0.2758221887839525,0.7852375396467072,0.6943283974852478
22,0,0,0.0768158420851681,0.13091859302565292,0.5117980098211256,0.6065680128685903
23,0,0,0.40122668134873396,0.08367137429785236,0.1522828406002892,0.5144060865636155
24,0,1,0.8356238487235461,0.9235141306734455,0.8267034952285489,0.3820124505250163
25,1,0,0.002647865989825638,0.8300952592882547,0.6201983707951259,0.9311104562202434
26,0,0,0.011704595381957108,0.548928284652208,0.7795894288621731,0.7963426395375465
27,0,0,0.021377132722582706,0.30203433841046545,0.7400275496942479,0.697055410070256
28,0,0,0.08375687341388634,0.14440996873499398,0.48697919218537944,0.608494077449952
29,0,0,0.41478170965468797,0.08819595179900777,0.1447140940150284,0.5153221525757027
30,0,1,0.837682587227624,0.924834750679399,0.8242295830469211,0.3810856637684777
31,0,0,0.002663002261846852,0.8311651342250186,0.9839121263624541,0.22407652356909408
32,1,0,0.0019221302852927165,0.8095343892099172,0.7712208712636244,0.9204928940990473
33,0,0,0.006149687457282045,0.5304806004320695,0.8716365614103011,0.7896155170639834
34,0,0,0.014921497126870572,0.2871643658591401,0.8047653619573094,0.6921453725886839
35,0,0,0.06658540688150129,0.13732053360676008,0.549785273171738,0.6047795532837592
36,0,0,0.34943650413990585,0.08616567992930572,0.18237418178086928,0.5140784424873123
37,0,1,0.812100243331341,0.9243474325946731,0.8479881051366129,0.38849466096677643
38,1,0,0.002372349498265609,0.8290130883516506,0.6408929431745042,0.9335255368978851
39,0,0,0.01062741309953194,0.5466619415145234,0.7942617936101837,0.797889557610672
40,0,0,0.020123243504141262,0.29930632228604254,0.7505442868141687,0.6984525880754091
41,0,0,0.08083247092788887,0.1425912046781629,0.4954137770886469,0.609955630021386
42,0,0,0.40681754702228995,0.08733131997627157,0.14820512605833233,0.5171487553922731
43,0,1,0.8358989980797903,0.9243377159824402,0.8253654366490878,0.38380757072993144
44,0,0,0.002654594678121241,0.8301743955518593,0.9838489587950143,0.22609901961059464
45,1,0,0.0019322636024425202,0.8082910406294254,0.7694105184750233,0.9210682319148323
46,0,0,0.006243481460601859,0.5288273958011436,0.8698332585731396,0.7899868614616403
47,0,0,0.01517711434755818,0.28550301198408484,0.8020177186145906,0.6924426366410311
48,0,0,0.06796510386317182,0.1363712832055541,0.544394707206529,0.6050226620514957
49,0,0,0.35665104828607613,0.08579467917455352,0.17781431766775332,0.5141244929694099
50,0,1,0.8158192493883707,0.9242243489326369,0.8449120576402992,0.3875896191852256
51,0,0,0.002410356743513131,0.8291601918539236,0.9851173601177249,0.23065383837462383
52,1,0,0.0019298645341926104,0.8063291405463033,0.7675335047042559,0.9223589455490636
53,0,0,0.0063634645170321325,0.5260493053052923,0.8673689214413618,0.7908204842136536
54,0,0,0.015573139884121064,0.2826493759850565,0.7976841505196042,0.6931200332426113
55,0,0,0.07027129382871569,0.13471943370931613,0.5354631429441775,0.6056010932548024
56,0,0,0.36883986161307486,0.08513120160825702,0.17033937586450124,0.5143689934103208
57,0,1,0.821832536430385,0.9239837095129319,0.839665619777057,0.38621634193962573
58,0,0,0.0024769671469657925,0.829348731305726,0.9847816080903606,0.22911738190671785
59,0,0,0.001931269431679833,0.8068844479400564,0.992029206211441,0.2022362478418275
60,1,0,0.0020839348192202597,0.7982952597731534,0.7678026158723475,0.9140676187233704
61,0,0,0.006613747647505249,0.5206312802978592,0.8656146732012486,0.7854100608351888
62,0,0,0.016131999678084874,0.27962458690558284,0.7944455195408281,0.6885867729198255
63,0,0,0.07234058634958453,0.1340574844218623,0.5309803923236908,0.6012990741803688
64,0,0,0.37482643366660434,0.08548912899543736,0.16845524159264408,0.5098936551366322
65,0,1,0.822941481898605,0.9246485782518127,0.84024353523136,0.38130821196267445
66,0,0,0.0024616903086090644,0.830991896051429,0.9850584591281778,0.22564895674375252
67,0,0,0.0019128640281534251,0.8089857942333578,0.9921709727456527,0.20006536255410182
68,1,0,0.0020607468181294366,0.8004327096313036,0.7706855366612715,0.9134014842573221
69,0,0,0.006451236389122852,0.5233358526865732,0.8685658847837019,0.7849743183377417
70,0,0,0.015690193715899026,0.28225028607047936,0.7989831403586557,0.6882417625498464
71,0,0,0.06997964291766257,0.13551301884298486,0.5396845266144951,0.601035257411673
