,input,expected_output,network_output
0,1.0,0,0.0013852145063290467
1,0.0,0,0.003066809038635196
2,0.0,0,0.007507775962423181
3,0.0,0,0.029192175460751577
4,2.0,1,0.13327738687609658
5,0.0,0,0.00104680559361402
6,0.0,0,0.0020289270188226342
7,1.0,0,0.00299313877334184
8,0.0,0,0.022201000672917404
9,0.0,0,0.08428891154282726
10,0.0,0,0.4686991635242061
11,2.0,1,0.869370627501034
12,0.0,0,0.004241369263695844
13,1.0,0,0.0023945594921099267
14,0.0,0,0.010382909293188436
15,0.0,0,0.02719750055016145
16,0.0,0,0.13636612896173794
17,2.0,1,0.609954178371661
18,0.0,0,0.0016849024919966303
19,0.0,0,0.0022917130521561695
20,0.0,0,0.002946555208028205
21,1.0,0,0.0033575411959851135
22,0.0,0,0.017832472724349954
23,0.0,0,0.05739809105997873
24,0.0,0,0.31966094573400644
25,2.0,1,0.8174854121407916
26,0.0,0,0.002965680331785919
27,1.0,0,0.002315698172273138
28,0.0,0,0.010854900216497876
29,0.0,0,0.029625432610553004
30,0.0,0,0.1534650177870378
31,2.0,1,0.6504665769755205
32,0.0,0,0.0018152991853091053
33,0.0,0,0.0023134754820507935
34,0.0,0,0.0029277493210134505
35,1.0,0,0.00330749245853608
36,0.0,0,0.017068870508763045
37,0.0,0,0.053799970444019705
38,0.0,0,0.2983255327646896
39,2.0,1,0.8058640443436619
40,0.0,0,0.0028036996688878876
41,0.0,0,0.0023103651784683625
42,1.0,0,0.0026324121089551997
43,0.0,0,0.011766047232619977
44,0.0,0,0.03282185925916307
45,0.0,0,0.17152229247242642
46,2.0,1,0.6801154037810611
47,0.0,0,0.0019084211499797203
48,1.0,0,0.0022920220496846317
49,0.0,0,0.012879527683642315
50,0.0,0,0.03842861075589397
51,0.0,0,0.21287815672966506
52,2.0,1,0.7431039150425522
53,0.0,0,0.0022850552874860265
54,1.0,0,0.0023610610800474767
55,0.0,0,0.01309964357723956
56,0.0,0,0.03890849740293113
57,0.0,0,0.2148714325352356
58,2.0,1,0.7446975698806454
59,0.0,0,0.002292136721156598
60,0.0,0,0.002357028094236266
61,0.0,0,0.0028418542155721816
62,1.0,0,0.0031348874462514987
63,0.0,0,0.01478229961826798
64,0.0,0,0.04370952189887979
65,0.0,0,0.23635072308249214
66,2.0,1,0.7596425335950225
67,0.0,0,0.0023385210751988034
68,0.0,0,0.002291712456309444
69,1.0,0,0.0027052813805018452
70,0.0,0,0.012878336644227217
71,0.0,0,0.03720180538003049
72,0.0,0,0.19967741997452085
73,2.0,1,0.722394105491863
74,0.0,0,0.0021158993085724003
75,1.0,0,0.002308317577272551
76,0.0,0,0.012516858022935748
77,0.0,0,0.03670550881457015
78,0.0,0,0.20098875169632194
79,2.0,1,0.7286018667964725
80,0.0,0,0.002186110614621814
81,0.0,0,0.002351749094506159
82,0.0,0,0.002864197265542067
83,1.0,0,0.0031745180342897567
84,0.0,0,0.015266788597577652
85,0.0,0,0.045761070898516804
86,0.0,0,0.24913661722939442
87,2.0,1,0.7711045649945003
88,0.0,0,0.0024333391826002145
89,1.0,0,0.0022959677142805296
90,0.0,0,0.011485645478478893
91,0.0,0,0.03236295841879481
92,0.0,0,0.1720037064420898
93,2.0,1,0.6858285930672626
94,0.0,0,0.0019579417405675478
95,1.0,0,0.0023308866917888535
96,0.0,0,0.013550057107912777
97,0.0,0,0.04119295326637888
98,0.0,0,0.23075525506029784
99,2.0,1,0.7615426668794635
100,0.0,0,0.0024271856083286527
101,0.0,0,0.0023692163354129053
102,1.0,0,0.0028261180229970963
103,0.0,0,0.014458442466095657
104,0.0,0,0.043708241916979106
105,0.0,0,0.2411094950032847
106,2.0,1,0.7670174082415002
107,0.0,0,0.0024288837617168243
108,0.0,0,0.0023252963343571844
109,0.0,0,0.0027433769765989467
110,1.0,0,0.002989416557430633
111,0.0,0,0.013193651491007792
112,0.0,0,0.0373234662222755
113,0.0,0,0.19640172817591328
114,2.0,1,0.7144491924027822
115,0.0,0,0.0020495752040315426
116,0.0,0,0.002277134736511765
117,1.0,0,0.002761165689871266
118,0.0,0,0.013834350499606013
119,0.0,0,0.04117747973669927
120,0.0,0,0.22535135130904438
121,2.0,1,0.7521615762165748
122,0.0,0,0.0023119156908584823
123,0.0,0,0.0023212892991679454
124,0.0,0,0.002767047211535585
125,1.0,0,0.0030287745158065413
126,0.0,0,0.013630719963710252
127,0.0,0,0.03904360473258285
128,0.0,0,0.2072085486775867
129,2.0,1,0.7283624414128234
130,0.0,0,0.00212698413154321
131,1.0,0,0.002281651567254259
132,0.0,0,0.011962401525165443
133,0.0,0,0.0344833161406644
134,0.0,0,0.1864776713877856
135,2.0,1,0.708985065630986
136,0.0,0,0.0020730593783305747
137,0.0,0,0.0023433072347831445
138,0.0,0,0.0028855293782996125
139,1.0,0,0.0032150823124754532
140,0.0,0,0.015785734246952142
141,0.0,0,0.04801026001053525
